,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_longum,Collinsella_aerofaciens,Eggerthella_unclassified,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_faecis,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Bacteroidales_bacterium_ph8,Barnesiella_intestinihominis,Odoribacter_splanchnicus,Parabacteroides_distasonis,Parabacteroides_merdae,Parabacteroides_unclassified,Prevotella_copri,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_onderdonkii,Alistipes_putredinis,Alistipes_shahii,Streptococcus_parasanguinis,Streptococcus_salivarius,Clostridium_asparagiforme,Clostridium_bolteae,Clostridium_citroniae,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_leptum,Clostridium_symbiosum,Clostridiales_bacterium_1_7_47FAA,Flavonifractor_plautii,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_ventriosum,Anaerostipes_hadrus,Ruminococcus_gnavus,Ruminococcus_obeum,Ruminococcus_torques,Coprococcus_catus,Coprococcus_comes,Dorea_formicigenerans,Dorea_longicatena,Dorea_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_5_1_63FAA,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_8_1_57FAA,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_unclassified,Oscillibacter_unclassified,Clostridium_bartlettii,Peptostreptococcaceae_noname_unclassified,Anaerotruncus_colihominis,Faecalibacterium_prausnitzii,Ruminococcaceae_bacterium_D16,Ruminococcus_bromii,Subdoligranulum_unclassified,Coprobacillus_unclassified,Holdemania_filiformis,Holdemania_unclassified,Dialister_invisus,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_unclassified,Burkholderiales_bacterium_1_1_47,Parasutterella_excrementihominis,Sutterella_wadsworthensis,Bilophila_unclassified,Bilophila_wadsworthia,Escherichia_coli,Escherichia_unclassified,Haemophilus_parainfluenzae,Akkermansia_muciniphila,C2likevirus_unclassified
MSM6J2R2,0.0,0.0,0.0,0.0,0.0,0.009090756051334102,0.00011198950850258017,0.0028180091447491604,0.0007274698870373839,0.002715976540302263,0.0,0.0014816283828838152,0.0,0.0009161378216182659,0.021591495120501125,0.02307651090373378,0.0007188474134221531,0.001052660320526086,0.005144537293430168,0.004167015671551093,1.7450244221300305e-05,0.004046301040937863,0.004485636601332953,0.7222543169851234,0.0005376728190068882,0.0,1.2625764936587867e-05,0.00022397901700516035,0.0016130184570206645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002484093589149808,0.0,0.0001038802773644465,0.000178711030525199,0.0,0.0017420476157628674,0.0,0.0,0.0008460288992468064,0.0007961417304729715,2.0427050588463295e-05,0.00018343286131449203,0.0001530489066703456,0.0011516134701104006,0.0001265655948521369,0.0,0.0,0.0006480199515827578,0.0,0.0,0.00012697618883381455,0.00014134697819253247,0.0006033678560753128,0.001996307938916755,0.004783009292562993,0.0,0.0022289094295371457,0.0,0.0023069222860559,0.0,0.11003302817988615,0.0,0.0022916276602384074,0.02438250771095498,0.0,0.0,0.0,0.0,0.0,3.8493185782280075e-05,3.4695191451761785e-05,0.0005178616593909414,0.0,0.0,0.03188754980504998,0.00035044196336187785,0.0,0.0035445551953277696,0.0010014387213117986,0.000159105167900091,0.00022151545311509442,0.00034797839947181195
MSM6J2R8,0.0,0.0,0.0,0.0,0.0,0.014395737039316524,0.00109072233052761,0.0007353102989831392,0.0012931212170961038,0.005023501103998622,0.0,0.004507017166297806,0.000707001317400818,0.001175132688019422,0.05800603311923546,0.04394690433537588,0.0017777833798795666,0.0033032655443429714,0.010329678754016336,0.006727102554038383,3.492129844826487e-05,0.004229299857928173,0.003335913858868568,0.6402489454646066,0.001154469197813348,0.0,0.0001243942110405648,0.0006920202870014145,0.005668305315879158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.298570592733249e-06,0.0,0.0,0.0,0.0033687688082962254,0.0,4.6389535512635876e-05,0.0010569375240406793,0.0007479150280088443,0.000543966379674895,0.0,0.00023990312129251783,0.0007471918058516318,0.0034892369561976364,8.565016690417625e-05,0.00020921783833649808,0.00046203564100781206,0.001715173004555163,0.0,0.0,0.0,0.000533324682218767,0.0,0.0,0.0003035466711272254,0.0,0.0007085510791662736,0.00034218739781258353,0.01162279997111244,0.0,0.003308224781992429,0.0,0.0,0.0,0.09009271398103111,0.0,0.0031508723040731762,0.03963815335760536,0.0,0.0,0.0,0.0,0.0,0.0,1.456776059528209e-05,0.00033578171584870063,0.0,0.0,0.026880101234571213,0.00016220839811768,0.0,0.0001337960990843284,0.0,0.001165627482524628,0.0003792783627324862,0.0
MSM6J2RA,0.0,0.0,2.549763343161008e-05,0.0,0.0,0.02108499081808048,0.00485452768682698,0.009114627936870075,0.002134373636777343,0.0026898894677590737,0.0,0.007319927121112095,8.558336090957818e-05,0.005306168376393847,0.06893473659004627,0.057293847476482584,0.004726263504738402,0.0026468760687527056,0.015026087959075188,0.011410856116300246,0.0,0.004507759872157083,0.0156010041633201,0.5454908266720765,0.000553187786190149,0.0,0.0,0.0003250393966151337,0.007079695070476012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001030991264843364,0.0,0.0,0.0,0.005257279435770629,1.5076861507386828e-05,0.0,0.005088995055122002,0.0007767909454577905,0.0007004089044387498,0.0,0.0,0.00043445750181947775,0.0024647342786303776,0.00036616818793307865,0.0004171634547962988,0.0013151235886921318,0.00296304672330467,0.0,0.0007099428021566562,0.0,0.00036417272096886567,0.0,0.0,0.0003549714010783281,0.0,0.0032501722475997575,0.0010958439411802854,0.0064799463884542274,0.0,0.002731129118352808,0.0,0.000680232516245041,0.0,0.05237723859521342,0.0,0.0027577353445423143,0.08308592314458986,0.0,0.0,0.0,0.0,6.119432023586419e-05,0.0,9.999506676222735e-05,0.0008087184168851978,0.0,0.0,0.03022378607707269,0.0008567204833020986,0.0,0.0026672741754979936,0.0,0.0018001329202716714,0.0034807595412421444,0.0
MSM6J2RC,2.1915616657512318e-05,0.0,0.0002342231530271629,0.00033663651548438393,0.0,0.05480379253960796,2.9712518737588816e-05,0.01320015522156951,0.004085682053501707,0.0019373194398157642,0.0,0.005151118186389998,4.783504789668554e-05,0.003883384053586209,0.07735043144789837,0.0859041598474504,0.004473735977297947,0.0026023741145379652,0.034761645015688084,0.009947161237511647,1.5804531243398305e-05,0.01225104043863263,0.006611246146196756,0.4691796363040195,0.0007341731580266626,0.0,9.693445829284294e-05,0.0013100902765360968,0.010007429183319805,0.0,0.0,0.0,9.061264579548362e-05,0.0,0.0,0.0,0.00010283481662371164,0.0,0.0,0.0,0.0011444587891052827,4.5938504147477745e-05,1.780643853422876e-05,9.198237183657813e-05,0.00017205866346979622,0.00015635949576802056,0.0,0.0,0.0003452763258974416,0.0009579653204331826,7.101502705366971e-05,0.00020925199366259357,0.0007231099861562838,0.0015814013962144346,0.0,0.0,0.0,0.0005744420289267171,0.0,0.0,0.00043104224877828315,0.0,0.0014159806358668655,0.00014877332077118936,0.0041460553628514885,0.0,0.00419136168574923,0.0,0.00029744127800075606,0.0,0.07651015720345768,0.0,0.0054102071352401075,0.04385841710876327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05109857823490567,0.00022558334261410515,0.0,0.005933969300646327,0.0003172496238258153,0.0,0.0007530332319771179,0.0
MSM79H63,0.0,0.0,0.0,0.0,4.386058214824111e-05,0.0799078856068213,0.0,0.0,0.0,0.0,0.0,0.20854810478066,0.15761365926088106,0.06509651359761703,0.016053212088502286,0.07642126810384368,0.0,0.0,0.0,0.0,0.0,0.06808178193952688,0.0,0.0,0.0,0.0,0.0,0.13704220965549482,0.0,0.0,0.0,0.00025431966978598663,0.001625590295314375,0.00025324406967880907,0.00023854420154738218,9.30991648323701e-05,0.004855617417168633,0.0,8.317974162173246e-05,0.0,0.018636086479204703,0.0,0.0,0.023347692993134564,0.010067617003182101,0.0,0.006696925289533621,0.0008726702202900725,7.337982953411457e-05,0.010207803550484246,0.0,0.0,0.0,9.477232055464634e-05,0.000809926880704714,0.0,0.0,0.00020555913159393655,0.0,0.00040370857356064984,0.0012558228806913286,0.0,0.0,0.0008186511926851543,0.0,1.29072012861309e-05,0.014782091784064432,0.0,0.0,0.00035028710157083027,0.07714586404271231,0.0,0.0,0.013161162422547827,0.00033140434413371283,0.001597266159158699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026556566646214323,0.00026065375930603234,0.0,0.0,0.0,0.0,0.0
MSM79H65,0.0,0.0,0.0,0.0,0.0005351503096564301,0.08645226882303302,0.0,0.0,0.0,0.0,0.0,0.1726964114270744,0.06313169301888177,0.01791764553203885,0.006820913762011074,0.03291580986757831,0.0,0.0,0.0,0.0,0.0,0.07537048170230981,0.0,0.0,0.0,0.0,0.0,0.0926071567068454,0.0,0.00019526942510461525,0.00041932927754598296,0.0014505100795615764,0.038732575060874706,0.0015972093944263267,0.003926267056267812,0.002323343531225031,0.004964700408681214,0.0013212828179279086,0.0015945721033725786,0.0,0.005297768291344178,6.263566252652262e-05,0.0,0.1991396497259909,0.001082058541927488,0.0,0.021149975379789136,0.00423856627188251,0.000654377842711302,0.03616495244579625,0.0,0.0,0.0,0.003883411076644402,0.0,0.0,0.001069861070803902,0.0009552487970930897,0.00010538175502269332,0.0014677623585381799,0.010259941296098883,0.0,0.0,4.5932819186116585e-05,0.0,0.0015445734604785997,0.0009087665422707756,0.0001934013439415435,0.0,0.0010759048628020752,0.014323347487161608,3.186726689945887e-05,0.0,0.032551534040779324,0.0012167801599231316,0.003014863222943289,0.0,0.0,0.0,0.0,0.0,5.2306272566008355e-05,0.0,0.0,0.0,0.04211050535221735,0.00909535752161452,0.0023244424024974264,0.001006236424132224,0.0,0.0,0.0
MSM79H67,0.0,0.0,0.0,0.0,0.001107618880978334,0.09170626213282322,0.0,0.0,0.0,0.0,0.0,0.09637496069024384,0.04053796435757809,0.034077864055631873,0.013588762020509643,0.16580441356937314,0.0,0.0,0.0,0.0,0.0,0.0427456652865888,0.0,0.0,0.0,0.0,0.0,0.040944657774583074,0.0,0.00024723767683479023,0.00044954991807019245,0.0,0.10511990362311815,0.003549404974427969,0.01300354910941235,0.00017053931803188757,0.019154048136421995,0.005452824745875726,0.006766007050928891,0.0,0.019972902868843734,0.0,0.0,0.040163487206891085,0.011521305296708856,0.0,0.00554563123783762,0.0004929975432880216,0.0028647354246517684,0.047235696568878965,0.0,0.0,0.0,0.007550133239384,0.0,0.0,0.0,0.0028699077609872243,0.0,0.0003509799656202192,3.236404735613811e-05,0.0,0.002534297023335217,0.0017520919883761345,3.458076292847634e-05,0.0,0.0013122956188242304,0.0,0.0,0.0005306817080177714,0.13931791366277074,0.0,0.0,0.008738145005119134,0.0012295382374569363,0.016384483700342612,0.0,0.0017866727513046108,0.0,0.0,0.0013759892462694154,0.00036738366085552215,0.0,0.0,0.0,0.003395269351631384,0.0003799450490987721,0.0,0.0,0.0005991043286839448,0.0,0.0008602334231053879
MSM79H69,0.0,0.0,0.0,0.0,0.0001959228998006014,0.06136404843568294,0.0,0.00012508072134162688,0.0,0.0,0.0,0.09806660625895074,0.14237949579407772,0.02718657151086221,0.04349444099211814,0.04235543159158245,0.0,0.0,0.0,0.0,0.0,0.04743138436907181,0.0,0.0,0.0,0.0,0.0,0.0871086495421935,0.0,1.859607184548081e-05,0.0,0.002353620688395586,0.038200316443155906,0.0008575224320651182,0.0020616180840600006,0.0017122775915341824,0.0022076193862277933,0.0011867171800916654,0.0015834333794619226,0.0,0.017388876848178348,6.287243338233988e-05,0.0,0.20996514786201625,0.005659183149833643,0.0,0.00915292014780335,0.001685601083708225,0.0004101097987351572,0.015687336274316854,0.0,0.0,0.0,0.0015078314921377358,0.0,0.0,0.0,0.0014850291659462534,0.0003308551115841794,0.0008912831577369731,0.007319325325658174,0.0,0.003772013930228867,0.0008916152304484996,0.0,0.0,0.029561444852795486,6.884974218981585e-05,0.0,0.0011541740543620739,0.020681488473866874,0.0,0.0,0.03677672072884205,0.00025802049685604624,0.0013793193527770022,0.00011866064891878232,0.0,0.0,0.0,0.0,0.00012353104868783682,0.0,0.0,0.0,0.027343531212510375,0.005348363091844892,0.0008651601044302263,0.00022138180768429538,0.0,0.0,0.0
MSM79H6B,0.0,0.0,0.0,0.0,5.4070872043759546e-05,0.058957752400014496,0.0,0.0,0.0,0.0,0.0,0.12746419550765675,0.13307630143519864,0.07447552943832303,0.03030255581747385,0.04148981924332771,0.0,0.0,0.0,0.0,0.0,0.0896065870938686,0.0,0.0,0.0,0.0,0.0,0.18266830291133343,0.0,0.0,0.00020220253191364246,0.00031507547730499056,0.0028983113891956026,0.00029119417548566337,0.0011354883129189506,0.0006481745786245676,0.001319441925517824,0.0008473356239857485,0.0006815182830515526,0.0,0.009238684374576865,0.0,0.0,0.06346106750770904,0.06045506496502627,0.0,0.0008627683520482383,0.0016583987046421417,9.879198912995234e-05,0.005760688178012124,0.0,0.0,0.0,0.0007692708024725707,0.0,0.0,0.00014182339146477763,0.0002063704949670156,0.0,3.818755338090518e-05,0.004663950656724535,0.0,0.0011310950545653949,0.0,0.0005216712675721884,0.0,0.0070305651374898345,0.0,0.0,5.6098529745400524e-05,0.05207622010359528,0.0,0.0,0.034141024494330326,9.912993208022583e-06,0.00035450215483689854,0.0,0.0,0.0,0.0,1.712244281385719e-05,6.47723988024203e-05,0.0,0.0,0.0,0.008722420194209053,0.0017721728312342193,0.0003134984102037142,0.0,0.0,0.0,0.0
MSM79H98,0.0,0.0,0.015431728043343638,0.001541157022260064,0.0,0.04072412889476999,0.006457999347952804,0.018559355536145544,0.0,8.812799316566576e-05,0.0,0.0775479693661098,0.03952998625769723,0.03898539191051658,0.2678891079964408,0.05492822899550911,0.0,0.004625137002378788,0.06993514346121107,0.01180298712248441,0.019204905580601037,0.03210024667508407,0.0,0.0,0.0027416302146074886,0.0019079960410706425,0.005443111381288842,0.09253206051411102,0.029261492415078503,0.00012811044753194135,0.0001294431960108172,0.0002907057619547954,3.6817176728945426e-05,0.0001557649784686153,0.0,0.0,0.0,0.00030436643386327287,0.0,0.0010690308736182935,0.0006173957328392388,0.0007718279628289782,0.0,0.0,0.03371836992199922,0.0,0.0003278561258034598,0.00021090744678210367,0.0023607973367687136,0.0036089162872359496,1.249451698946112e-05,0.00013793946756365076,0.002217526875289559,0.003364856722041809,0.0,0.0,0.0,0.0002658833215357326,3.61508024895075e-05,0.0014137129489675607,0.0017807185613379988,0.0,0.0,0.0004724593357614898,0.0,0.0,0.01460542398644061,0.00038882936871203,0.0008334675799769863,0.0,0.0764329586699703,3.4651460450772174e-05,0.0,0.017297076133090252,0.0,0.00020874173050393046,2.1823756341592086e-05,0.0,5.0311255077563435e-05,0.0,0.00018258654160599182,0.00019124940671868485,0.0,3.9982454366275576e-06,0.005078937859436015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSM79HBN,0.0,5.461815699358242e-05,0.0,0.0,0.0022066341172065265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002999455534712262,0.0,0.0036042935726947984,0.0,0.006948519913568028,0.024062478325627395,0.0,0.0,0.0,0.0,0.0,0.0,0.005933692345916474,0.03448576298486108,0.0,0.0,0.0,0.019350173157730067,0.0001993916082482907,0.036135514007840985,0.0,0.0,0.0,0.0008948897293735942,6.158424356023155e-05,0.0,0.0,2.8268177371909567e-05,0.0,0.0,0.0,0.0,0.0,0.6316231456201842,0.0,0.0,0.0,6.481489240273551e-05,0.0012265360246118905,0.0,7.268959895633888e-06,0.0,0.0,0.0002404814232138878,0.0009989771967680184,0.0,0.0,0.027631436676607304,0.0,0.0,0.03490635308104456,0.13907135604768883,0.0,0.0,0.0,0.0,0.0,0.02996386418311883,0.0,0.0,0.0,0.0
MSM79HBP,0.007901684568541853,0.0023486800052922277,0.0007772537058285906,0.0,0.0009193723634028213,0.008884220779755442,0.0,0.0,0.0,0.0,0.0,0.05245904191045373,0.05448513512156953,0.014619949331314795,3.349939785678296e-05,0.04608975740683529,0.000642466566303824,0.0,0.0,0.0,0.04662225120239715,0.01286083616978487,0.0,0.0,0.0,0.0,0.0010515652734639312,0.0,0.0,0.0,5.357647805377747e-05,0.0,0.00187179295432092,0.0,0.01036575138867411,0.008038840352359524,0.0,0.0038634844268969253,0.0,0.0004387631571140934,0.09662997185486615,0.0018153966616327333,0.007029797883582485,0.06089073883767916,0.0,0.0,0.002220434835719291,0.042464152542497136,0.0034735604592508016,0.035089886103175205,0.0,0.0,0.00254144253370045,0.007453785212012274,0.0,0.023145376896987997,0.0004037974556474175,0.003454498512322194,4.850081171184065e-05,0.0010607014728794173,0.0009384343103314283,0.0,0.004703901980536285,0.05706639343790784,0.0029315920865173265,0.0,0.013605943988781196,0.0,0.0012104900262592416,0.0,0.14804929171332049,0.0008853090026191566,0.0,0.012772181197679042,0.0017715203459213239,0.0,0.00044767377135882685,0.0002730708491962005,0.0006832974822100713,0.0,0.015922252522070402,0.01647392105714625,0.0019204065586181371,0.00012768120664605494,0.0,0.0,0.0,0.1534610799596789,0.0,0.0,0.0,0.004705593869316931
MSM79HBR,0.0,0.039122772335530326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.458483526744591e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857025686753675e-05,0.0018533831898346574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006783120013123083,0.0,0.017212606572477696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6340846859503083e-05,0.0,0.0,0.0,0.002960264817097022,0.0,0.0,0.06998826493486827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8618736566715316,0.0,0.0,0.0,4.6435526542698384e-05
MSM79HBT,0.0,0.015061728177301214,0.0,0.0,9.940612087204745e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032177849519291407,0.00019818229167519727,0.0,0.0016259011278248066,0.0,0.0,0.0,0.0,0.0,0.0,0.004178080836956702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08691005333535255,0.0,0.03811412099854142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013884099518503967,0.0,0.011440271221222464,0.0,0.0,3.5907153927165434e-05,0.0,0.0,0.000267098829212599,0.0029152829288444943,0.0,0.0,0.0,0.00024908225724212655,0.0003544099087618118,0.23659916667685088,0.0,0.0,0.0,0.0,0.0,0.0,0.5881352432243516,0.0,0.008054541580925214,0.0,0.005300903839759854
MSM79HBV,0.0,0.0,0.0,0.0,0.0,5.660022333324765e-05,0.0,0.0,0.0,0.0,3.337684925567466e-05,0.0,0.0,0.0,1.9766871889283052e-05,0.00014711737438909025,0.0,0.0,0.00012432606308505353,0.0,0.0,0.0,0.0,0.0008200551441717865,0.0,0.0,0.0,0.0,0.0,0.0002015572838546567,0.0012351594538467306,0.0061307547250924995,0.002073037187426887,0.0,0.254398561058139,0.010790983800454401,0.0,0.0010977634918622058,0.0035512319513877535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2596481237566044,0.0,0.021279091596659895,0.0,0.0,0.0,0.0,0.0,0.0,5.994870982815352e-05,6.308116493629127e-05,0.0,0.0,0.00017638962729617062,0.0,0.0,0.0,0.0,0.00021063060209891777,0.0,0.0017326797375737128,0.0,0.0,0.00023590627435078788,0.0,0.0,0.0005248482541531494,0.006680446588723982,0.0,0.0,0.0,0.0028586353254091584,0.0,0.15251707890135943,0.08115985955367484,0.0,0.0,0.0,0.0,0.0,0.19186287537343727,0.0,0.00031011305570563736,0.0,0.0
MSM79HDK,0.0,0.0,0.12271959333413202,0.0013474726136407853,0.0,0.021145598593194512,0.004004480510324044,0.00013222275517352908,0.0,0.0006950063175418728,0.0,0.01631305215727422,0.04097426970289909,0.03293113718961648,0.15148850324538515,0.023648625559802267,0.0,0.0003404596470238233,0.004862812615110856,0.01056387286586824,0.07418435785279728,0.11351574587511726,0.0,0.0,0.00015328355267479795,6.346134346408833e-05,0.0,0.010119922412579904,0.0007401963731075093,0.00023027401771254905,0.0010922324849830234,0.0,0.006525220862909688,0.00015802571899958698,0.0,0.0,0.0,0.0,0.0,0.0006970984497439856,0.003869049819107275,0.00041633430822044757,0.0,0.0,0.0,0.0,0.0,0.0,0.00010530398750634436,0.002396467699780144,2.259502778281826e-05,0.0022758214094583057,0.0,0.0,0.00021939493026156248,0.0027634276880307298,6.792455882859563e-05,5.523229013577797e-05,0.0,0.0,0.000270303480512974,0.0,0.0,0.0,0.0,5.2582256013101756e-05,0.0042622311976243405,8.619584672704743e-05,0.0,0.0,0.08660841519730408,8.68932241277517e-05,0.0,0.014173079865473105,0.0,0.0,0.0,0.14931129100038643,0.0,0.0,0.03029044792410971,0.0,0.0,0.0,0.058345522328001956,0.0,0.0,0.0012675531635200762,0.0,0.0044070067460105465,0.0,0.0
MSM79HDM,0.0,0.0,0.02765134212412176,0.0008216640315399066,0.0,0.05559041760478429,0.042110151490987624,0.0008584114537030367,0.0,0.002478316938916832,0.0,0.01212571241071834,0.042754844934206504,0.007238825764752373,0.23434445305469978,0.04496125176918539,0.0,0.00016739335648247432,0.030944764772776013,0.022234897017691647,0.06350756122453655,0.1303867244576268,0.0,0.0,0.0016231325959420021,0.0009052566094350725,7.994906578267429e-05,0.09283897883390124,0.00838580337776475,0.0,0.0,0.0,0.0,0.00020872119387273694,0.0,0.0,0.0,0.0,0.0,0.000337181020924586,0.0023495448108267693,0.0003326006056974536,0.0,0.0,0.0001357468512768324,0.0,0.0,0.00251485616038782,4.476314881061191e-05,0.012953101961292162,6.402171283378216e-05,0.007459310297731154,0.0001749926817456712,0.0007986578550581734,0.0,0.0,0.00026680918698046124,6.724882356198905e-05,0.00010711925610725501,0.0001893585295034955,0.0009827072669120382,0.0,0.0,0.0,0.0,0.00023339297589160908,0.0144228947474713,0.0,0.0,0.0,0.05621231307221359,0.0,0.0,0.017638554437610372,0.0,0.00027399211085937336,0.0,0.005839821213901644,0.0,0.0,0.011351309936294752,0.00010711925610725501,0.0,0.0,0.042924007996572186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSM79HDO,0.0,0.0,0.00023375632624450334,0.0030887646864056206,0.0,0.041421580742425,0.09677038756335811,0.0003273796610452734,0.0,0.008942337186755703,0.0,0.008386335382342097,0.0050100564548708855,0.015832309936325062,0.06488932664788899,0.028103309021131798,0.0,0.00012533446433006314,0.16123750317237137,0.018079571982300965,0.10698831751921117,0.02376411912874729,0.0,0.0,0.0038856704049893796,0.005858102661711409,0.025560680454397338,0.1261398263498547,0.014553294378643574,0.00060764564393274,0.00022630672756143128,0.0,0.00014959599517628421,5.0838477499342885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00350302277533591,0.0007970063888362329,0.0,0.0,0.0,0.0,0.0036205049599730053,0.002547863419863107,0.011726373018922688,0.041129435669745605,0.0008669722143056256,0.0005329483165970717,0.01244475594057677,0.0029205446945216565,0.0,0.0,0.0,0.001674448309399149,0.0007954963350491238,0.014170747419242577,0.0005820753998043575,0.0,0.0,0.0,0.0,2.7986330187757076e-05,0.003075073532069164,0.0,0.0,0.0,0.10784502136776446,0.0,0.0,0.018794834126128354,0.0,0.00048210983909772884,0.0006386520816947154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010992688218892568,0.0,0.0,0.0,0.0005990886724724545,0.0,0.0,0.0
MSM79HDQ,0.0,0.0,0.004166356217611332,0.001731448421760136,0.0,0.055069349902532004,0.002676824248009256,0.005503443412593187,0.0,0.002507233333094327,0.0,0.03071777795997718,0.03981053203226344,0.012299394055401989,0.14311945653593725,0.07473254359250299,0.0,0.0005492999854413683,0.10184604698852989,0.015896030793220984,0.027173514887058384,0.054328636641800626,0.0,0.0,0.0015733921830434652,0.0006311338368479286,0.00867968796518648,0.08789158277268055,0.01893401510543786,0.0010150515054467056,0.0002177559817427899,0.0003977904548372225,0.00046653089001873313,0.00033933770383253657,0.0,0.0,0.0,0.0,0.0,0.0003842294166041353,0.0099452289929386,0.0020633041734640727,0.0,0.0,0.008487183571877714,0.0,0.0038862506347968773,0.003039698926246346,0.006152035137741182,0.012986954281219773,0.00030582479325651663,0.001110290521083674,0.007233956590337248,0.002177871565433257,0.0,0.004720176549130396,0.0,0.001645873594289276,0.0,0.008139272797897824,0.0012798814359986025,0.0,0.0,0.0,0.0,0.0003638099222531651,0.005102379603699703,0.0,0.0,0.0,0.20532191254907312,0.0,0.0,0.017732382418784196,0.0,0.000574863321880751,0.0,0.0,0.0,0.0,0.0,0.00013888373638713372,0.0,0.0,0.004574901978633417,0.0,0.0,0.0,0.0,0.0003586660801647527,0.0,0.0
MSM79HDQ_TR,0.0,0.0,0.016310932331457726,0.0019478951304648519,0.0,0.05187069805396015,0.0024561501428960525,0.001781542953083229,0.0,0.0038577490882201293,0.0,0.019883528530801574,0.03423097508724134,0.008339903490792087,0.16565059837673324,0.07075533398824432,0.0,2.666000218580836e-05,0.08762066964001045,0.02034750611270196,0.026993953792135855,0.04629969303579939,0.0,0.0,0.001060787455393217,0.0006424904620334285,0.006648786276116862,0.11915914041293067,0.011775146111623088,0.0026097179917441296,0.0005670317423964036,0.000829422290225149,0.0005724884679899901,0.0004539995693863973,0.0,0.0,0.0,0.0,0.0,0.0009951508418246477,0.0054417585748155264,0.0016602477384600773,0.0,0.0,0.007394174992200779,0.0,0.0042468915762656125,0.003946615762172824,0.0064409629842239816,0.009451516447428423,0.0010347510789895328,0.0009064400743174844,0.007401658501586269,0.0022459882543202064,0.0,0.0,0.0,0.0006630701128435261,0.0,0.013643373048421578,0.0014028461968883254,0.0,0.0,0.0,0.0,0.00047302015574118465,0.004327962927941755,0.0,0.0,0.0,0.1918148180657529,0.0,0.0,0.025766346440024426,0.0,0.002151197135437332,0.0,0.0,0.0,0.0,0.0,3.445532446236051e-05,0.0,0.0,0.0052406392600804815,0.0,0.0,0.0,0.0,0.0006233139692331101,0.0,0.0
