,Roseburia_inulinivorans,Clostridium_bolteae,Lachnospiraceae_bacterium_8_1_57FAA,Lachnospiraceae_bacterium_5_1_63FAA,Barnesiella_intestinihominis,Flavonifractor_plautii,Bacteroides_caccae,Ruminococcaceae_bacterium_D16,Parabacteroides_distasonis,Eubacterium_ventriosum,Dorea_formicigenerans,Coprococcus_comes,Eubacterium_ramulus,Eubacterium_rectale,Parabacteroides_unclassified,Ruminococcus_gnavus,Ruminococcus_torques,Dorea_unclassified,Bacteroides_thetaiotaomicron,Roseburia_intestinalis,Clostridium_symbiosum,Lachnospiraceae_bacterium_7_1_58FAA,Escherichia_unclassified,Escherichia_coli,Odoribacter_splanchnicus,C2likevirus_unclassified,Bifidobacterium_longum,Clostridium_hathewayi,Dialister_invisus,Bifidobacterium_adolescentis,Burkholderiales_bacterium_1_1_47,Alistipes_onderdonkii,Anaerostipes_hadrus,Subdoligranulum_unclassified,Oscillibacter_unclassified,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Bacteroides_faecis,Veillonella_parvula,Bacteroides_cellulosilyticus,Dorea_longicatena,Parasutterella_excrementihominis,Faecalibacterium_prausnitzii,Bifidobacterium_bifidum,Veillonella_dispar,Coprococcus_catus,Veillonella_unclassified,Roseburia_unclassified,Peptostreptococcaceae_noname_unclassified,Bacteroides_uniformis,Bacteroides_ovatus,Bacteroides_dorei,Streptococcus_parasanguinis,Prevotella_copri,Eubacterium_hallii,Lachnospiraceae_bacterium_2_1_58FAA,Ruminococcus_bromii,Clostridium_clostridioforme,Haemophilus_parainfluenzae,Lachnospiraceae_bacterium_1_1_57FAA,Bacteroides_stercoris,Clostridium_leptum,Alistipes_putredinis,Collinsella_aerofaciens,Eubacterium_siraeum,Clostridiales_bacterium_1_7_47FAA,Ruminococcus_obeum,Alistipes_finegoldii,Veillonella_atypica,Bilophila_wadsworthia,Parabacteroides_merdae,Eubacterium_eligens,Bacteroides_fragilis,Holdemania_filiformis,Clostridium_asparagiforme,Bacteroides_xylanisolvens,Clostridium_bartlettii,Bacteroides_vulgatus,Bacteroides_massiliensis,Streptococcus_salivarius,Roseburia_hominis,Bilophila_unclassified,Akkermansia_muciniphila,Alistipes_shahii
HSM7CZ26,0.0,1.878444804582909e-05,0.0,0.00020600966098612567,0.0,0.0001247824048758647,0.019179747144815497,0.0010318028962316124,1.2282139106888254e-05,0.00010785575938401871,0.0002998286899622721,0.0,0.0,0.022039834176672476,0.0,0.00012942691126082245,0.0020670117638121937,0.0,0.013453793250933594,0.0,0.0,0.00022365878524896511,0.0,0.0,0.005678270294996337,0.0,0.014341719660484515,0.0,0.006654648748367455,0.004778164957591527,0.00020281011214315478,0.018264366541966826,6.956438452136709e-05,0.026128754386736272,0.004791582420481405,7.947266480927694e-06,6.0894639269445964e-06,0.025607847192850013,9.815390160210696e-05,0.0,0.004556673608655542,0.00031799387049010684,0.027252002453125052,0.0,0.0,0.0,0.0005221457289222494,0.0,0.0,0.11274281221352424,0.045308501531551776,0.0009897959162609945,0.00021478261749104585,3.550467103167697e-05,0.001920245362047529,4.974782394554738e-05,0.0,0.0,0.0003930284514204241,0.0,0.3464966901183275,0.0046491508913427005,0.09767407248691433,0.0047495754405107865,0.011389155345940379,0.0,0.006163053550332927,0.009162682196244635,0.0,0.0,0.029742489987992393,0.0,0.0,0.0,0.0,0.0,0.0,0.054220173960502695,1.1250026576897645e-05,0.0005003681545394475,0.00044019599404099497,0.0,0.03812964282920209,0.026670716676234343
HSM7CZ28,0.0,0.00013882610675727608,0.0,0.000392987927207716,0.0,0.0006501124999365124,0.04152625337118884,0.0020473676369257127,5.925504556713004e-06,0.0011753661538565722,0.0007771934101617324,0.0,0.0,0.030756648839362955,0.0,0.0004802833068378629,0.011363107300729513,0.0,0.011958408883516432,0.0,0.0,0.00043118626908224093,0.00019374283648824125,3.798671671178515e-05,0.006363886081328397,0.0,0.0028642407651011483,7.861874795781718e-05,0.017324693947689644,0.007895629009238708,0.00016824200437810135,0.019553741786827433,0.0001506771158707021,0.04471248182139852,0.0,0.0003477001423814095,0.0003595511514948355,0.019137369279136975,0.00034801758012551913,0.0,0.006971779361298329,0.001034952858378748,0.05017018895587531,0.0,2.5606644691509767e-05,0.0,0.0005857784504636284,0.0,0.0,0.029489437364877333,0.022705369522929165,0.001314615510939328,0.0002667535176334551,5.6821356195622914e-05,0.0019555223162966615,0.0002545850707759194,0.0,0.0,0.00028770440874469034,0.0,0.2674751594383976,0.00584360561873272,0.09832517729956135,0.0032958502845088686,0.002644468033595918,0.0,0.013529619904277706,0.007561261252109903,0.0,0.0,0.03394668654250195,0.0007091559203409028,0.0,2.5712457272879644e-05,0.0,0.0,0.0,0.11892910895648479,1.8093951414248638e-05,0.00040547381180936127,0.0011510292601415013,0.0,0.06505050646133947,0.01696768229814769
HSM7CZ2A,0.0,8.715843691606428e-05,0.0016514718739208346,0.000141516420649515,0.0,0.0003380097015076244,0.02795021510083355,0.002666016708839661,0.0,0.00021609103590432505,0.00015698833252810634,0.0,0.0,0.010741529540830791,0.0,0.00014894293835123886,0.009157412056621423,0.0,0.012400221640294968,0.0,0.0,0.00030747846206720424,0.0,0.0,0.009805066287859255,0.0,0.002522437366606334,0.0,0.007835079321397822,0.009201661724594195,0.0001496649609055731,0.01461724346641791,0.0,0.018929471599139682,0.0,4.156786991381527e-05,0.0002261993516650047,0.021121119489781733,6.095933280164969e-05,0.0,0.001212482160885604,0.0005709135483200187,0.015655924483867337,0.0,0.0,0.0,8.468293101548968e-05,0.00031521441800649993,0.0,0.11580932333283964,0.0262275724322712,0.0017658608757432194,0.0,0.00013130495880964477,0.0007175872729290642,0.0,0.0,0.0,0.0,0.0,0.2675846530186526,0.006047248330787002,0.16568973576862606,0.003351422405061255,0.014263039830477359,0.0,0.004841676957207169,0.011981448558781096,0.0,0.0,0.03180777531648312,3.372876789532902e-05,0.0,3.971124048838432e-05,0.0,0.0,0.0,0.08906973376346626,4.18773081513871e-05,0.00014935552266800127,4.18773081513871e-05,0.0,0.024065940050673612,0.016218276907614536
HSM7CZ2E,0.0002402729688539502,0.00010467970515287449,0.0,0.0,0.0,0.0004840636874737302,0.04041755902917355,0.0005166828216659702,1.7055756440386883e-05,0.000769108016983696,0.00012877096112492095,0.0,0.0,0.02737320990508792,0.014560605871636033,0.00015190283079719567,0.0028927628907673675,0.0,0.017851194281375424,0.0021779134989596523,0.0,0.0004003838824380821,0.0,0.00029090724578634876,0.014655158721402429,0.0,0.0009507518230738164,0.0,0.00948971628495351,0.0017275349304556864,0.00026415102787049184,0.019168751466395312,0.0,0.018283770904094738,0.0,2.142629402823602e-05,0.0,0.025373955454841318,0.0,0.0,0.0004266071079651769,0.001111608926002215,0.021446760935964485,0.0,0.0,0.0,0.0,0.00124848137143632,0.0,0.18275882616741057,0.03868117642506442,0.0026186982044659013,0.0,0.0,0.00020285690316285148,9.529903911066171e-05,0.01819166981931665,0.0,0.0,0.00010915684121847605,0.20207020639703865,0.004650784985860246,0.112703372573299,0.0017206060294017791,0.01895704688957901,0.0,0.0016038806962628816,0.010835095672666778,0.0,0.0,0.03609296538523571,0.0003467648481286158,9.839039496548183e-05,0.0,0.0,0.0006837226363040092,0.0,0.10908755220793696,7.110118466086281e-05,0.0,0.0003258715464891419,0.0,0.0021587257729642176,0.008202859461526319
HSM7CZ2H,0.0,0.0008999883300268408,0.0,0.0,0.0,0.002493224932249322,0.04362682019164689,0.01271912967933507,0.0,0.005620259073404131,0.001063367954253705,0.004689047081858378,0.0,0.07739360226138146,0.0,0.0,0.006962461586338351,0.0,0.004288014937565643,0.0003572567783094099,0.0002837100141336341,0.0022929163262924495,0.0,0.032137861282919046,0.0,0.0,0.0014352510989224724,0.00032976750820139776,0.0,0.0,0.0,0.021534679270237677,0.0,0.07425453508123597,0.01096002385861179,1.6701028254301678e-05,0.0007755086163301824,0.0,4.937695309967453e-05,0.0,0.008375825002269162,0.0,0.05615228018308891,0.005338312521881199,0.0,0.0,6.514438350125128e-05,0.0004454299088445429,0.0,0.03160363584497089,0.027609185565539863,0.0006596387494975428,0.0004034180054719208,0.0,0.002803075686259255,0.00014107700885621297,0.04392619390308735,0.0,0.00022489334941196303,0.005636233969995201,0.12231065468549422,0.0044444444444444444,0.12380441124985411,0.005446298673513051,0.0,0.0,0.0025498632019813018,0.01777653298064081,0.0,0.00021171924637906664,0.04372370690214079,0.01207204263430194,0.000518665473736077,0.0005997847538283995,0.0003455349386029746,0.0006440787852854604,0.0005623371066246547,0.07133745672384953,5.4252408552793655e-05,0.0007448036202850067,0.0,0.019791652079200216,0.0020252849418446336,0.0
HSM7J4G1,0.0016859579125242782,0.0006446768549463555,0.0,7.894639123980057e-05,0.0,0.00021385214807513828,0.1942112428606303,0.0,0.015097171150055457,0.0,0.0025882766793296403,0.0014272758637582917,0.00022612576357750516,0.09057085729852107,0.0,0.0024974727273502652,0.06523998714806839,0.0,0.0013646596219580808,0.0007525390522002068,0.00105511487844076,0.0005163239606249934,0.0,0.009947973392049758,0.0,0.0,0.0011751466775062802,0.0032773673802040525,0.0006715123871464458,0.0,6.59446799025475e-05,0.005307506595248094,0.0006697441544045794,0.029487049203364347,0.005474864623581216,0.01654691397100452,0.0004870961135388485,0.0,0.0,0.0010196462099127336,0.007077403556165678,0.00016995837060057193,0.02841862057251424,0.0,0.0,0.0014320604935304008,0.0,0.0003220263864010837,0.0,0.005595624518481622,0.0011000487928223065,0.04507558102827727,0.0,0.0006528939365114995,0.001991654149485772,0.0004050293115781072,0.0016056593433054036,0.0,3.078805244661524e-05,0.0,0.05291166044439434,0.0032779914623482405,0.01612108192128681,0.0018786952813877177,0.023774097241775354,0.0004395618568898514,0.0018614290087318455,0.0008884849459425248,0.0,0.0,0.026977822928965205,0.005853474457722024,0.3024104444723433,0.0,0.0,0.005368458617997136,0.0,0.00042895246043865283,0.0,0.0,7.645006266304797e-05,0.00027792458154512133,0.00036207165731982313,0.0021373773301537045
HSM7J4G8,0.0015950250267378308,0.0,0.0008370568218581272,0.0,0.0,0.0,0.019345182589431856,0.0,0.010614333657561037,0.0,0.00040677199489173036,0.00012280110933541729,0.0,0.09437452286318322,0.0,0.0005927371213004563,0.004065261789200407,0.0,0.006848005465237186,0.016307110932366087,0.0,0.00023373892612407103,0.00010890716310947798,0.00036487640319505187,0.008268180522547044,0.0,0.0005397263726230264,0.0,0.004199605561554297,0.0,0.0010348852408136166,0.022836945029029266,2.9284163583902815e-05,0.012533835766929267,0.002453350273972588,0.0039039851364700805,0.0,0.0,0.0003565400354594883,0.007791938796525616,0.0004477056980035361,0.0007664114491246974,0.09396411706697085,0.0,0.0,0.0,4.424687490414513e-05,0.0,0.0,0.03178026446164753,0.009306592688171859,0.057086911870592214,0.0,0.0,4.617065207389057e-05,6.284338754501772e-05,0.003970462325335729,0.0,0.0003649832797044822,0.0001138234825432719,0.0942873116314881,7.737859282753883e-05,0.08006867456989954,7.05384962239995e-05,0.3166868538580229,0.0,0.0002791614426319495,0.006135459776865361,0.0,3.174232330079977e-05,0.049338258060385866,0.011118683905562634,0.003017337614236293,0.0,0.0,0.0005373750894155597,0.0,0.0001607422701831746,0.0,0.0,0.004564268211730488,0.00118098542920484,0.0,0.012414134076367328
HSM7J4HA,0.00021279168237698306,0.004631399234369845,0.0006538126329098946,0.0,0.016713471368403655,0.0003229542944955373,0.024536745838428246,0.0,0.0,0.0011057016438311838,0.0004922737353190102,2.1118617345597274e-05,0.0,0.016493516646225243,0.0,0.002404311359556069,0.00374923383261779,0.0,0.0,0.006460691398831757,0.00025329990746093573,0.00022625325717622348,0.00032851182537595766,0.0009654048642721282,0.0057082017176228435,0.0,6.175034311578151e-05,0.0006862933133887957,0.0,7.0395391151990915e-06,0.0,0.0023309519519345203,0.0,0.02142946857284212,0.0013645590821725398,0.001361718566389214,1.1856065878230049e-05,0.010806310045261766,6.743137468243341e-05,0.0015016448438895749,0.0032111413427068705,0.0,0.24498954628441388,0.0018139780793691976,0.0,0.0001573398742590113,0.00017895249434953482,0.0,0.00015128834063366469,0.017073846370827355,0.012289553286902836,0.018849292236092306,0.00023514530658489598,0.24216755560402267,0.0,0.0,0.0,0.0,0.0007938624110964871,0.0,0.004416755041699388,0.0,0.04281225388628871,0.0005269774281500794,0.003059729501386974,0.0,0.0006035478536136485,0.003085047142064444,0.0,2.3218129011533848e-05,0.03798794658002516,0.0002509533944225361,0.0001456073090670128,0.0,0.0,0.006928141496218222,0.00020686364943786807,0.08484003141363453,0.11570865743515502,5.557530880420336e-05,0.00028676859342968936,0.0016549091955029445,0.01848138369180848,0.0014623716256679377
HSM7J4HC,0.00017547605113640467,8.576490655242567e-05,0.00039725462850970174,0.00011957101235606585,0.04308936769033395,0.00020033735073519062,0.03602244462342825,0.0,0.0,0.0,0.0006699396764900367,0.0002721588829094612,0.0,0.016549338432925192,0.0,0.00036555318298955663,0.0031538334348174203,0.0,3.0254491575242183e-06,0.0006024590061504748,0.0,4.669715004004772e-05,0.0,0.0002908377429254803,0.009473996724885513,0.0,0.00010260218882038654,5.28795896228146e-05,0.0,7.616239400897923e-05,0.0,0.0017233221483793386,0.00028570763348446097,0.006482485214432653,0.0017029332518829795,6.629679893009591e-05,0.0,0.013071387314449527,5.064338807160105e-05,2.1967391708980195e-05,0.002336304455947289,0.0,0.04668978372905549,0.0015495561337232737,0.0,5.695736892208637e-05,3.7620802567475066e-05,0.0,0.0,0.005514078401489466,0.008977296897980666,0.02192450925570398,0.00038567899695047864,0.17592592227200174,0.000352925221288586,0.0,0.0,0.0,0.0003064911537839752,0.0,0.019822216715027804,0.0,0.06822177384188763,0.00047223315110921495,0.00013890757871067716,0.0,0.0016757042094652616,0.003186324127943876,0.0,7.432081626092102e-05,0.04277485251921914,0.0,0.00010312835389126031,0.0,0.0,0.004096458159287792,0.0,0.12192757416724177,0.2618381550442721,0.0,0.0,0.0019548347795638006,0.050441998390724115,0.0026823895313145157
HSM7J4HE,0.00031415280188666216,0.003358598878503586,0.00041571917842255055,0.000125442959086688,0.008321776824976894,7.623538286524324e-05,0.011551296716594177,0.0,0.0,4.108711413563984e-05,0.0016892985157007318,7.950780788489597e-05,0.00012507935630672658,0.020405388011434582,0.0,4.0602310429024624e-05,0.001283639014190447,0.0,0.0,0.0,0.0,3.902669838252515e-05,0.00014956194349079516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003255456889921198,0.00046226033425761164,0.00751954789145536,0.0009097341554634591,0.00014580471476452722,0.0,0.003354235645144049,0.0,0.0,0.005647599579287344,0.0,0.051430158814422235,0.0003006994990280898,0.0,0.0,0.0,0.0,0.0006832096235474979,0.008249298670837919,0.0036516627191524862,0.003993449332316216,0.0,0.6672826097759214,0.0,0.0,0.0,0.0,0.00036420878459468353,0.0,0.014292619275649935,2.436138625741477e-05,0.013664798475583226,0.00021428323832392693,0.00030409312497439635,0.0,0.0010522664452083336,0.0006010353952762181,0.0,0.0,0.028319081316368115,0.0007138734579909105,0.0,0.0,0.0,0.0012636408612925693,0.0,0.05484693413771965,0.06754612483065202,0.0,0.0006256391833869405,0.000570735163612767,0.0035625800380619395,0.00047413802506968453
HSM7J4HG,0.00021827258622297968,0.011789126033450625,0.0003813400436346999,0.0002917378730256557,0.004663559420040394,6.327357071444352e-05,0.012870580351701962,0.0,0.0,0.0002903223569022901,0.0012159283499710734,0.0003371759405856923,5.1383235278172256e-05,0.03083829271203121,0.0,0.004745234700358591,0.003364257170403085,0.0,0.0,0.0,0.0,0.00014325023168460142,0.0009077704899143766,0.005953094608426481,0.0032476186418377577,0.0,1.5570677357021894e-05,0.0,0.0,0.00010120940282064232,0.0,0.0,0.00043413879503623773,0.020641763868979254,0.00200635255325844,0.001291516910958798,0.0,0.0027431286954702483,0.01878304964738785,3.5671006308813794e-05,0.003637593333824988,0.0,0.21426526007773158,0.005011210179938992,0.0007594244001856588,0.0001332000672087055,0.015734169469270625,0.0,0.0,0.013891309028260917,0.0010343176313432636,0.0053766964429919975,0.00039606141131770246,0.1619194738356707,0.00011847869952570297,0.0,0.0,0.0,0.043674334470323053,0.0,0.011045555413846659,0.0017603358510174937,0.035199497888120705,0.0009492451123289895,0.006540533799623215,0.0,0.0033157049673716446,0.0002208205152450378,0.001365689955823157,8.011821258249448e-05,0.06817720166900672,0.0014616619489873463,0.00032146371161633386,0.0,0.0,9.752906089989168e-05,0.001328744985003314,0.11190008834236122,0.12609261920167433,0.0,0.003552520814810714,0.0028945889206703707,0.01413576866276616,0.0005616767977514808
HSM7J4HI,0.0006951512444102039,7.829168851487249e-05,0.0002156639957577748,0.0,0.02209601982161338,0.00023921729364712299,0.026821679823837128,0.0,8.026542856146592e-06,0.0005173830575470229,0.0005238306083658946,0.0,6.0001697416440086e-05,0.038171079839758634,0.0,0.003145615303590826,0.00304442823053547,0.0,7.329154706350248e-05,0.005707793049408636,0.0,9.460793956671146e-05,0.0004800135793315207,0.00014079345665699757,0.006849272709688501,0.0,0.0001272404416703894,2.6579699294124774e-05,0.0,2.644811662435188e-05,0.0,0.0019284756081915481,0.0,0.02475662140442132,0.0022136152535894116,0.0003194827222085889,0.0,0.010679381061437924,0.0,0.0008785774860736195,0.00158175527333997,0.0,0.15098585025760602,0.0010373977684895036,0.0,0.0,4.4606525053011376e-05,0.0010338450364056355,0.0009451583169787042,0.01225271504391243,0.01064003784317583,0.016948637362767506,0.0,0.1874105649041388,5.131724121142902e-06,0.0,0.0,0.0,0.0015489911885665192,9.934491567853568e-05,0.01883711183934809,3.4737824820044265e-05,0.04324872348362487,0.0005588315985254848,0.012097710658919961,0.0,0.001112005142250735,0.002480464907888842,0.0,0.00017013639201635315,0.033508974267035196,0.0010029231090090051,0.00017776818686318107,0.0,0.0,0.00522343724197461,0.0,0.09169193602187432,0.19725558025654677,0.0,0.00030500862853357046,0.00352075749511335,0.024590169327158604,0.0017896558915811438
HSM7J4HK,0.00018483058530697615,0.015529772218044325,0.0,0.0,0.04044725412700884,0.0001156744066372263,0.021907600719555546,0.0,0.0,0.004561961175362401,0.0007032948709029451,0.0,9.013769395478374e-05,0.01375973293843913,0.006690894795369491,0.005725330983403621,0.0038632215018568642,0.0,4.141088543098793e-06,0.0005986633670473156,2.1533660424113724e-05,5.783720331861315e-05,0.0,0.0017055763346176228,0.011569925316848488,0.0,0.00045110257862822855,0.000569399674676084,0.0,0.0,0.0,0.003284573396101193,0.0,0.02724629206931851,0.005185471073668309,5.700898560999339e-05,9.358860107403272e-05,0.017047757241659574,0.00017213124710813984,0.027709127732152186,0.002726216624206706,0.0,0.09339700671077203,0.0022348074504256487,0.0,0.0004411639661247915,0.0002151985679563673,0.0003434342765076599,0.0005996296210407053,0.007096859508877942,0.031240924114276376,0.015463514801354746,0.002110022648993605,0.06557703584194956,8.558249655737506e-05,0.0,0.0,0.0,0.00031071967701717945,0.0,0.045579857303610256,0.0010239531604235618,0.05836712461584502,0.0003067166247588506,0.025708429820696387,5.935560245108271e-05,0.0013713904891895505,0.0041205211366680695,0.0,0.00031527487441458814,0.009949655406218701,0.0005509028125169095,4.8312699669485925e-06,0.0,0.0,0.017452617664889866,0.0,0.10070023046538107,0.1784450267735178,2.2637950702273403e-05,0.0,0.0056851624245355635,0.08508004448081241,0.009066085147406188
HSM7J4HW,1.0615143439959869e-05,0.0008750794461038761,0.0,7.080197614808184e-05,0.0,0.00036637703814618774,0.03282295105316135,0.00034720794416723104,4.6479899916717486e-05,4.730437707710272e-05,4.843803317263241e-06,0.0,0.0,0.006376197179484244,0.0,0.0003697780064327768,0.008130787636429066,0.0,0.01714397195376043,0.0005455977608849276,5.276653826465488e-05,0.00034112742510939,0.0,0.0005549761885843097,0.012805470076168288,0.0,0.004188034795821837,0.0007675882363186515,0.0068313085720168925,0.00944428281256779,0.00022765875591137234,0.034807879816788796,0.0,0.020288733962759802,0.0031351774620098946,9.790666279574637e-06,0.011325018275051554,0.012490622860546178,0.0,0.0,0.003777548229595039,0.0007303837044562679,0.01536567777845453,0.0,0.0,0.0,0.0,0.0013039106291492452,0.0,0.11002956884276073,0.022932007738954856,0.008223026018747165,0.0,1.927215362400481e-05,0.0018878465779920861,0.00017149124936012837,0.03834014609116923,1.1336560955296948e-05,0.0,0.0,0.14019924933415734,0.007710613463567743,0.15286012672832308,0.008793048915508505,0.013036529800366249,4.101773872916532e-05,0.004457123529042567,0.01610214200196864,0.0,0.0,0.05450670037129296,0.0003168053488780256,0.001153855785959133,0.0002055009322260192,1.6592602852752805e-05,5.575526797105135e-05,0.0,0.08718021493913448,3.689535292723916e-05,0.0,7.502742159505616e-05,0.0,0.011850004106926852,0.02409091344752135
HSM7J4HY,0.0008031490827276915,0.00016100787370755881,0.0,0.0,0.0,0.00022883577630535636,0.06022506187628214,0.0007641202404132211,6.338017127990919e-06,0.0010943642907664322,6.449210410938129e-05,0.0,0.0,0.03285072112735757,0.0,0.0,0.00015344673046714858,0.0,0.02467745886432296,0.0003186799489267013,1.378796708545393e-05,0.0004208665759551865,0.0,0.0,0.009070592056418584,8.939939948955613e-05,0.0002776496275191812,0.0,0.004066671937228279,0.0009026670709654436,0.00029710845203494276,0.016197191947071112,0.0,0.013432148580022863,0.0,0.00011397311502088934,3.1134119225218553e-06,0.03970100570988628,0.0,0.0,0.00029955470425978135,0.002027498321259411,0.01448003407851736,0.0,0.0,0.0,0.0,0.0,0.0,0.18872835914629804,0.03712754836935607,0.0019358750561109107,0.0,2.4128942399544378e-05,0.00013710131787390882,0.0,0.0023128202853019493,1.378796708545393e-05,1.5567059612609278e-05,0.00017757567286669297,0.30873593363273244,0.0002598587022476277,0.05476513810372533,0.0010431041873277687,0.00501326035495787,0.0,0.0003522603203767585,0.002181834597990137,0.0,0.0,0.04034003350698389,0.0008710881786084362,0.0,0.00015433627673072626,4.191986767109784e-05,0.00032301648696164253,0.0,0.11076941415261435,4.2253447519939465e-05,0.0,0.011920809478204395,0.0,0.0014087077016581924,0.0027668224595754046
HSM7J4I3,0.0020889432620876595,0.0005788820437716818,0.0002748503267305979,0.0001672123956891514,0.0,0.0023336024618188273,0.17153204924445448,0.0,0.0,0.0,4.745762438037509e-05,0.00022708978134353955,0.0001116768777972231,0.0021062097594686043,0.07672928515085266,1.3126576956273961e-05,0.0011596825872523574,0.0,0.0,0.044752943685369286,0.0005992787248883535,0.0007564947273569579,0.0006713739244789659,0.0006800576600038857,0.0,0.0,0.0005555571262570719,0.000530313709033468,0.005556379051921874,0.0012479335738660763,0.0,0.0038598194671579118,3.352325807294581e-05,0.017110896957178687,0.004181521576255518,0.0033786799348760233,0.0007540713593034919,0.0,0.008749974251714435,0.0,0.0006656184253519843,0.0,0.06966698480103949,0.0,0.0003061521640878666,0.0,0.007449433396354368,0.0,0.00020568336353792355,0.18083879230645272,0.07531595670733753,0.0,0.00016034618620433118,0.0,0.0,0.0,0.0,0.00010602235233913585,0.0003470464999901047,0.00012500540209128589,0.252266555945673,1.1208077247280075e-05,0.0,0.0,0.0,0.00021689144078520362,9.865127450984356e-05,0.0,0.00046054090382742724,0.0,0.0,0.001309931406567247,0.0,0.0,0.00036441397103994405,0.011742026008393743,0.0,0.045440675344209154,0.0,0.0,0.0005381896552072326,0.0,0.0,0.0
HSM7J4I5,0.0,0.0,0.0,6.875184770590712e-06,0.0,0.0,0.02897515370725589,0.0009697135610519536,0.0,0.0007250194848986568,7.073106756410746e-05,0.0,0.0,0.027307192214124094,0.0,0.0001387537290064671,0.004376680123278315,0.0,0.006434339589543136,7.198110115876032e-05,0.0,0.0003021956215073281,0.0012037823516507008,0.00011146132885654637,0.012451688805803326,0.0,0.005455979962794835,0.0,0.007154775617928067,0.008684400059918279,9.260665547053247e-05,0.046274785301521654,1.4479555804728923e-05,0.014488097700959051,0.007383531765749539,5.885574841490533e-05,0.0,0.012313455924127964,0.0,0.0,0.001247637696929772,0.0005049094027735331,0.01456309971663822,0.0,0.0,0.0,2.0833893244214277e-06,0.0,0.0,0.1380828776440034,0.028741189086123362,0.001950989932854446,0.0,0.0,0.00046824175066371586,0.0,0.01446090947027535,0.0,0.0,0.0,0.21320989668264007,0.006125893800062545,0.1361890767481043,0.008945032064403398,0.032166281135472194,0.0,0.0024452740500734297,0.02021981424084106,0.0001943802239685192,0.0,0.04578518881028262,0.0009561715304432142,0.0,6.0522459874442476e-05,0.0,0.0,0.0,0.08830664407439286,2.3646468832183203e-05,0.0,0.0023232916051285552,0.0,0.0014629559836087265,0.03414039668982771
HSM7J4I7,0.00042768818331187915,3.4149618270659246e-05,0.0009672317031150794,0.0,0.0,1.359850068861581e-05,0.01645571949871633,0.00032268321934790593,8.895259848944176e-06,0.0016939846572104264,3.9977547137208885e-05,0.0,0.0,0.0050734676892466544,0.025282168889288786,0.0007224586907199948,0.006399270384203656,0.0,0.010858862899507082,5.827928866549633e-05,0.0,0.000129850344921369,0.0,0.00011563837803627429,0.010593743258262114,0.0,0.0003132767376685627,0.0,0.015573043886349258,0.006370846450433467,0.0,0.035433194042425294,0.0,0.02847710084055094,0.0021947775622693753,6.390272879988632e-05,0.0,0.02058404026792114,0.0,0.0,0.0016978699431214595,0.0003053016771143369,0.028088163271983314,0.0,0.0,0.0,0.0,0.0,0.00026491515251280876,0.0811282461308176,0.048197073970731544,0.0021932438967781783,0.0,0.0,0.000973059631981629,0.00020551117582043443,0.026281709812085087,0.0,0.0,0.0,0.1279915423460379,0.019112539351300403,0.25968944296246926,0.0016775233142715758,0.012274436147882165,0.0,0.004364300766117036,0.010018516454697058,0.0,0.0,0.044236638450629785,3.5581039395776704e-05,4.917954008439251e-05,0.0,0.0,0.0,0.0,0.07562044437446387,3.7114704886973976e-05,0.0,0.000323807907374784,0.0,0.004090797086853523,0.01648301874445964
HSM7J4I9,0.0001721600460751219,0.0001039778496097271,0.0005535792745374188,0.00021968704772894128,0.0,5.3743613684487684e-05,0.017567243187244952,6.196558443472646e-05,0.0,0.002006762470674135,8.171836782249526e-05,0.0,0.0,0.013956995884402298,0.024941649074657297,0.00017296218956295008,0.005127802513877583,0.0,0.01575048845525012,0.0003686852005930246,0.0,9.354998426796084e-05,9.956606042667214e-05,0.0,0.009748149003767867,0.0,0.0022648521378828505,0.0001053816007134264,0.013268957307717683,0.009926625929809637,5.965942190722047e-05,0.02726425554366378,0.00011480678669540746,0.03960001917122936,0.0020442626787301023,0.0,0.0,0.024631921420419645,0.0,0.0,0.002964020455461083,0.0006172494138837802,0.03806692243011776,0.0,0.0,0.0,0.0,0.0005166806740973228,0.0,0.07260391217411165,0.03164345764752571,0.0025019858064720545,0.0,1.965251545179027e-05,0.0021360078401504497,0.0,0.049616485171675745,0.0,0.0,0.0,0.0669316547678707,0.014028186118947048,0.2518339506830152,0.005971256391328909,0.006130481873662801,0.0,0.0039137583450496415,0.008814554251871852,0.0,0.0,0.06551166025854287,0.00048018314540114085,0.0,0.0001270394748847871,0.0,0.0,0.0,0.044225880397598456,6.216612030668351e-06,0.0,0.0001252346520371737,0.0,0.012648499319882588,0.026169329682778315
