Name	Acidaminococcus_intestini	Adlercreutzia_equolifaciens	Agathobaculum_butyriciproducens	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Asaccharobacter_celatus	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_coprocola	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_plebeius	Bacteroides_salyersiae	Bacteroides_sp_CAG_144	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bifidobacterium_pseudocatenulatum	Bilophila_wadsworthia	Blautia_hydrogenotrophica	Blautia_obeum	Blautia_wexlerae	Butyricimonas_synergistica	Butyricimonas_virosa	Catenibacterium_mitsuokai	Clostridium_sp_CAG_58	Collinsella_aerofaciens	Collinsella_stercoris	Coprobacter_fastidiosus	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Eggerthella_lenta	Escherichia_coli	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_sp_CAG_38	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Firmicutes_bacterium_CAG_110	Firmicutes_bacterium_CAG_83	Flavonifractor_plautii	Fusicatenibacter_saccharivorans	Gemmiger_formicilis	Gordonibacter_pamelaeae	Haemophilus_parainfluenzae	Holdemanella_biformis	Intestinibacter_bartlettii	Lachnospira_pectinoschiza	Lawsonibacter_asaccharolyticus	Methanobrevibacter_smithii	Odoribacter_splanchnicus	Oscillibacter_sp_57_20	Oscillibacter_sp_CAG_241	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_sp_CAG_409	Paraprevotella_xylaniphila	Parasutterella_excrementihominis	Prevotella_copri	Proteobacteria_bacterium_CAG_139	Roseburia_faecis	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Ruminococcus_bicirculans	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_torques	Ruthenibacterium_lactatiformans	Slackia_isoflavoniconvertens	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_thermophilus	Veillonella_parvula
SGP007629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	17	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4937	0	4992	0	0	0	0	0	0	0	0	0	0	0	6	5	2	8
SGP007634	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	19	33	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	699	8734	46
SGP007638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9080	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	17	869	8
SGP007642	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	1018	951	0	0	1169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	5969
SGP007647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	462	0	9300	0	0	0	0	0	0	0	0	0	0	0	34	157	1	28
SGP007652	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9596	0	360	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
SGP007657	8786	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	0	22	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	33	0	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGP007145	11	66	159	1	0	0	0	368	63	0	0	0	0	65	0	3	9	9	0	0	0	0	0	11	40	98	1	5	0	0	357	0	0	47	49	18	0	0	0	11	747	4	0	51	265	0	41	256	1	677	12	226	14	1182	1	0	24	574	0	25	54	517	20	49	0	0	14	15	6	0	0	0	0	1	41	0	0	3	0	0	523	1	0	0	142	2533	526	0	18	16	0	3	1	29	0
SGP007154	27	4	2	0	0	1	0	80	7	12	0	0	2	1	0	0	0	1	2	0	0	0	1	0	5	10	1	4	597	155	124	0	0	0	141	3	0	0	0	0	3724	8	0	165	842	10	454	386	4	7	6	81	21	112	3	0	24	173	0	20	0	19	7	9	1	102	94	0	0	1625	0	0	4	0	0	0	0	0	0	1	16	67	0	3	1	391	1	0	232	40	57	22	87	2	0
SGP007162	0	12	97	5	0	85	0	77	27	1	0	0	0	0	1	0	0	12	0	1	0	0	0	0	9	10	0	4	126	0	16	0	0	73	99	79	0	0	0	0	1429	2	0	66	395	0	161	683	0	0	39	506	31	4596	6	0	12	478	0	11	24	72	16	3	0	0	0	0	1	0	0	2	0	2	1	0	0	0	229	0	0	26	0	17	0	2	0	25	378	3	0	10	10	30	0
SGP007180	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	14	0	0	3	1	4128	0	0	0	0	3946	0	0	0	0	1	0	0	0	0	3	131	24	17	71	0	1	39	2	0	2	0	140	0	0	0	779	0	1	5	0	52	0	0	0	0	0	0	0	0	0	0	0	2	0	39	0	1	0	0	1	241	0	0	0	0	6	29	0	3
SGP007186	165	5	125	0	0	0	0	80	11	4	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1	4	2	0	232	450	215	14	0	0	394	22	0	0	15	0	634	2	0	42	745	0	179	1939	0	205	37	561	35	187	0	0	28	481	0	2	0	463	128	1	45	104	248	6	0	0	0	0	0	1	1	0	0	0	198	0	24	0	30	149	0	1	10	0	1180	2	85	409	79	0	15
SGP007591	144	1	0	49	8	1305	102	8	2	121	311	0	0	1	27	211	67	0	0	0	0	265	341	0	684	2368	0	632	205	84	63	0	4	0	19	0	0	1	0	0	42	0	0	31	10	12	0	19	0	600	0	7	2	647	21	13	20	713	0	92	2	0	0	0	0	0	0	0	0	0	118	0	0	136	1	0	9	15	0	0	0	71	124	65	205	0	0	0	2	2	0	0	0	0	0
SGP007596	0	2	42	0	0	0	0	93	3	544	73	0	0	0	0	0	46	0	134	0	0	0	0	102	1701	3768	0	0	0	0	141	20	0	0	104	1	0	0	0	4	38	0	21	0	51	59	11	111	0	3	185	82	7	434	0	0	0	977	0	0	29	34	0	0	11	0	10	348	0	0	0	0	0	0	0	0	0	283	0	26	72	8	257	49	13	0	2	98	0	1	0	0	0	1	0
SGP007604	0	2	15	6	1	1271	0	78	2	445	0	0	184	0	0	0	32	0	453	0	0	0	0	107	516	2282	2	471	6	12	2	9	0	0	47	18	0	0	0	28	53	0	0	17	19	7	30	44	6	1	217	7	7	467	0	0	3	652	0	3	0	98	0	0	22	0	1	0	0	0	442	201	227	494	130	0	0	9	0	208	593	2	30	8	5	0	0	0	7	4	0	0	0	0	0
SGP007608	0	0	68	2	0	2	0	98	0	0	0	0	0	2	0	0	865	0	0	0	0	17	2	0	8	18	0	27	0	171	910	0	0	0	8	14	0	0	0	0	0	0	15	0	0	21	0	149	7	0	252	51	0	1003	0	635	216	2465	0	0	14	207	12	0	0	0	0	0	1	0	19	0	0	0	0	0	0	17	0	423	0	0	397	0	230	1535	6	0	113	0	0	0	0	0	0
SGP007613	0	7	12	1587	8	0	0	51	13	0	0	0	0	0	0	0	211	0	622	0	0	0	0	0	3	1534	0	0	767	285	192	0	0	3	79	2	0	0	0	0	98	0	0	13	99	52	6	46	13	35	36	57	4	400	74	120	0	1407	22	10	1	158	0	15	18	0	29	0	2	0	108	9	5	0	0	0	0	0	0	0	0	65	437	88	208	957	1	6	0	6	0	0	5	0	17
SGP007618	0	15	36	45	220	461	0	198	17	0	37	0	1089	0	0	0	446	0	0	0	0	210	0	112	2624	26	61	832	466	0	61	1	0	0	114	2	45	12	0	0	0	0	0	3	127	0	1	0	0	125	31	8	0	0	0	13	0	705	0	0	8	15	0	0	0	0	5	0	3	0	110	0	1	168	911	0	59	196	0	6	70	60	42	0	95	0	20	0	70	7	0	2	6	2	0
SGP007623	1	0	135	37	22	83	5	1055	0	10	0	0	10	0	21	2	19	0	10	0	11	0	0	0	81	131	2	77	188	288	321	140	0	0	14	33	2	7	0	2	45	0	0	3	17	2	3	66	0	76	373	6	6	238	43	3	126	1248	1	0	16	35	0	0	115	0	194	2025	0	44	21	3	3	29	62	0	1	5	0	79	1051	0	1080	6	7	0	68	0	78	0	0	10	28	12	66
SGP007628	0	0	62	0	0	0	0	50	0	726	0	0	378	96	0	152	0	414	1219	0	0	0	2182	51	1261	1760	0	0	110	10	35	0	0	0	17	17	0	0	0	0	32	0	0	0	33	44	39	62	0	34	0	39	0	339	0	0	0	407	0	0	0	19	0	0	2	0	0	4	0	0	0	0	0	167	0	0	0	31	0	196	0	0	0	0	0	0	0	0	6	0	5	0	0	0	1
SGP007633	0	18	0	0	0	0	0	614	36	0	743	0	1013	0	0	0	126	0	0	0	0	0	0	0	2535	2	0	0	1020	0	644	0	0	19	0	203	3	6	0	0	0	0	0	0	194	104	35	53	2	0	78	0	0	0	0	0	0	133	0	104	71	76	0	26	0	0	0	163	14	0	65	0	0	568	0	0	0	25	0	561	306	6	15	0	0	0	4	179	87	139	0	3	4	5	0
SGP007641	0	0	0	0	0	0	0	273	0	946	0	0	1	0	0	0	667	0	0	0	0	0	0	836	9	2802	852	0	5	0	2	0	0	0	0	275	0	0	0	0	0	0	0	0	0	44	0	0	22	63	678	84	0	0	0	29	0	444	0	0	147	0	0	1	25	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1673	97	0	0	0	0	19	0	0	3	0	0	0	1	0
SGP007646	0	0	58	0	0	0	0	629	0	0	0	0	18	0	0	0	0	0	3	0	0	0	0	0	20	18	0	0	0	0	463	0	0	0	86	0	0	0	0	0	2	0	0	0	15	11	102	71	50	141	0	0	0	4	0	456	0	3205	0	0	172	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	34	0	791	3061	44	39	146	55	0	16	0	283	0	0	0	0	0	0
SGP007651	0	6	126	0	0	744	0	59	20	0	0	0	4	0	0	19	0	0	110	0	0	0	494	162	1129	1547	0	625	1	0	20	85	0	3	187	3	0	0	0	26	25	0	0	66	20	16	34	12	0	0	836	31	3	272	374	0	8	581	15	6	57	186	1	25	230	0	0	0	6	0	28	180	0	408	0	0	0	103	0	11	133	14	17	0	0	623	0	108	41	33	0	0	0	128	0
SGP007656	842	0	69	0	0	3	40	103	0	0	0	0	0	0	0	0	552	0	201	0	0	0	0	0	1	3020	0	342	522	115	249	7	7	0	3	46	0	0	0	0	188	0	0	0	0	65	60	146	7	1	0	109	19	172	0	117	0	357	0	0	22	165	1	2	13	0	4	0	0	0	65	0	0	202	606	0	0	41	0	1023	0	0	363	21	43	0	36	0	0	2	27	0	0	0	0
SGP007148	4	5	99	6	0	6	0	750	36	0	4	1	14	0	0	0	6	0	0	0	0	0	0	4	11	0	3	1	0	0	628	1071	0	3	321	140	0	0	0	0	764	1	0	88	144	0	36	557	26	372	0	0	29	1154	7	0	0	908	0	0	1	318	4	30	0	0	30	0	1	0	0	0	0	0	0	0	0	2	0	0	0	16	0	11	0	2296	76	0	8	6	0	0	0	0	0
SGP007149	22	10	140	1	0	3	0	397	35	0	0	12	8	0	0	0	3	0	0	0	0	0	0	1	6	0	3	0	0	0	342	451	0	2	45	122	0	0	0	0	326	1	0	57	224	0	23	115	0	1953	0	104	36	881	0	1	0	830	0	0	6	250	15	9	0	0	58	0	1	0	0	0	0	0	0	0	0	6	0	1	0	0	0	5	0	1437	2040	0	15	4	0	0	0	0	0
SGP007150	14	15	310	0	0	1	0	557	52	0	1	4	4	0	0	0	37	0	0	0	0	0	1	2	3	1	2	0	0	0	211	793	0	17	80	101	0	0	0	4	434	1	0	58	241	0	33	249	4	3086	0	135	76	1637	0	1	0	572	0	0	3	363	10	19	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	4	0	1	0	22	0	607	86	0	135	5	0	0	1	0	0
SGP007151	166	27	206	3	0	8	0	234	81	0	2	12	8	0	0	0	18	0	0	0	0	0	0	4	30	0	8	3	0	0	143	429	0	13	38	51	0	0	0	36	332	0	0	39	271	16	18	211	0	2686	2	79	39	1256	0	0	0	407	0	1	33	145	11	8	0	0	49	0	1	0	0	8	7	0	0	0	0	5	0	1	0	2	211	8	0	732	1819	0	24	8	0	0	0	49	0
SGP007157	445	2	92	325	4	272	8	238	3	59	2	55	26	63	0	3	0	67	8	15	43	4	1185	52	343	317	3	46	705	82	499	0	1	18	160	20	8	7	186	29	160	1	0	4	237	0	55	235	1	16	140	67	31	474	0	0	41	1833	0	116	16	11	0	0	0	149	14	0	8	35	9	0	0	51	53	0	16	0	0	0	224	54	1	48	0	3	7	28	83	39	18	15	40	274	0
SGP007158	93	17	66	29	1	69	0	76	24	2	0	2	2	7	0	0	0	3	1	1	1	0	27	1	81	26	0	4	732	377	788	39	0	3	842	46	0	0	286	9	772	3	0	1	300	0	48	167	2	21	0	269	14	6	0	1	7	1004	0	2	4	15	0	0	0	127	113	0	2	70	0	0	0	2	5	0	1	0	0	0	316	0	0	18	0	2448	1	1	18	39	69	63	223	195	0
SGP007159	46	8	28	0	0	9	0	84	11	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	2	0	0	2159	577	1071	6	0	26	867	17	0	0	186	1	670	2	0	0	175	0	16	73	1	2	0	148	3	7	3	0	4	316	0	6	5	0	0	1	0	170	69	0	1	644	0	0	0	1	1	0	0	0	0	0	180	1	9	1	0	2116	2	0	7	55	40	7	30	125	0
SGP007165	0	18	260	0	0	0	0	245	13	0	0	0	118	0	0	23	0	0	21	0	0	0	0	0	39	38	0	0	849	591	223	1	0	0	154	129	0	0	0	0	338	1	1	19	174	0	44	154	4	0	9	778	52	432	0	0	0	688	0	0	0	10	1	10	1	0	0	0	0	0	0	0	0	6	27	0	0	0	3496	0	0	0	2	262	0	1	0	0	55	0	0	21	26	663	0
SGP007166	0	1	121	0	0	0	0	274	2	0	0	0	23	0	0	9	0	0	5	0	0	0	0	0	4	15	0	0	2078	907	147	4	0	0	363	285	0	0	0	0	512	2	0	32	81	0	178	130	12	0	0	1784	61	412	0	0	0	1475	0	0	10	354	23	3	0	0	1	0	0	0	0	0	0	0	17	0	0	0	549	0	0	0	0	24	0	0	0	0	64	0	0	15	26	0	0
SGP007167	0	0	165	0	0	0	0	27	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1786	516	372	43	0	0	356	12	0	0	0	0	263	1	0	1	14	0	7	69	2	0	0	82	43	142	0	0	0	412	0	0	0	9	12	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	5371	0	0	0	0	142	0	0	0	0	25	0	0	28	79	2	5
SGP007168	0	11	190	0	0	8	0	1242	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1862	1828	420	5	0	112	539	102	0	0	0	0	414	1	0	11	10	0	346	327	14	0	1	680	114	981	0	0	0	169	0	0	0	53	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	7	0	1	0	0	219	3	0	36	74	69	0
SGP007173	0	1	27	0	0	0	0	468	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	72	38	0	0	57	1304	0	0	0	0	502	1	0	17	478	0	2	501	9	6	0	361	191	13	0	0	0	124	0	0	0	3241	13	2	13	0	129	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1681	20	6	596	0	0	22	6	39	0
SGP007174	0	0	89	0	0	0	0	867	4	0	0	59	41	0	0	0	10	0	0	0	0	0	0	4	18	0	7	0	2273	0	159	187	0	0	152	1657	0	0	0	0	205	1	0	24	321	0	61	328	9	27	0	404	62	1222	0	0	0	285	0	0	0	639	3	2	6	0	47	0	0	0	0	0	0	0	0	0	0	0	2	0	454	1	0	5	0	1	129	3	139	0	0	14	70	0	12
SGP007175	0	0	46	53	0	46	0	239	2	0	43	149	2560	0	0	0	184	0	0	0	0	0	0	37	63	0	38	38	8	1	1	0	0	0	18	73	0	12	0	108	286	0	11	11	339	0	30	566	3	0	166	22	61	5	0	0	0	1214	0	0	70	935	1	1	172	0	4	0	2	0	40	68	0	911	0	0	0	178	18	94	0	20	142	198	0	2	88	288	305	5	0	1	6	0	16
SGP007176	0	2	145	0	0	2	0	398	15	0	0	14	62	0	0	0	21	0	0	0	0	0	0	7	9	0	5	0	107	0	405	199	0	0	491	631	0	0	0	0	483	1	0	31	626	0	130	732	10	0	0	307	354	15	0	0	0	1019	0	0	18	2437	65	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	95	0	3	35	45	947	0	0	13	21	82	4
SGP007183	0	32	81	1	0	92	1	1148	58	0	0	0	63	0	0	13	0	15	0	0	0	0	0	1	49	5	0	15	0	0	1	0	0	0	126	253	0	0	0	3	0	0	0	0	896	57	32	1	80	2	81	283	327	1679	0	1	37	761	0	0	42	803	0	19	0	0	55	0	3	0	2	0	0	4	20	0	0	0	0	0	1076	0	0	15	0	1050	17	122	308	10	0	24	34	191	9
SGP007184	0	0	17	0	0	10	0	1193	0	0	0	0	169	0	0	0	0	21	0	0	0	0	0	0	71	103	0	5	0	0	6	23	0	0	34	411	0	0	0	0	0	0	0	0	1041	0	0	0	0	0	0	113	247	396	0	477	167	1650	0	0	0	163	0	0	56	0	0	0	0	0	0	0	0	25	11	0	0	0	0	0	2564	0	0	3	0	0	8	275	603	0	0	48	73	19	0
SGP007189	145	0	105	0	0	5	0	77	0	7	0	0	0	0	0	6	0	3	0	0	0	0	10	2	0	5	0	0	662	0	80	1	0	0	174	126	0	0	0	0	838	3	0	9	313	742	200	719	3	796	0	139	56	1285	0	0	59	477	0	25	0	490	105	0	36	0	108	0	0	0	0	0	0	2	8	0	0	0	15	0	186	5	9	24	0	1089	31	0	479	13	0	139	123	13	51
SGP007190	118	0	76	0	0	1	0	135	1	3	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	2	0	0	642	0	167	14	0	0	89	146	0	0	0	0	1687	5	0	4	288	663	223	1726	1	429	1	328	10	195	0	0	0	166	0	26	0	322	76	0	35	0	26	0	0	67	1	0	1	1	3	0	0	0	270	0	64	0	0	8	0	546	19	0	434	5	0	887	25	29	30
SGP007191	110	0	41	0	0	1	0	141	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	229	0	38	1	0	0	100	47	0	0	0	0	842	4	0	15	156	128	201	1918	4	1673	9	259	19	105	0	0	0	120	0	1	0	128	77	0	11	0	2	0	0	27	0	0	0	0	2	0	0	0	177	0	73	20	0	4	0	448	5	0	280	27	0	1680	754	119	0
SGP007192	116	0	21	8	2	8	0	50	0	19	0	0	8	0	0	72	0	27	2	0	0	0	64	33	3	83	53	11	135	0	28	0	0	0	94	13	0	0	0	86	1359	6	0	3	440	638	150	901	0	803	0	116	57	281	0	0	0	1910	0	9	8	59	22	0	8	0	3	0	0	104	8	36	1	12	36	0	0	0	57	0	121	22	0	27	0	624	34	0	358	21	0	512	184	123	11
SGP007197	2	5	181	0	0	0	0	216	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	120	0	0	0	0	1980	2834	0	0	5	2	0	0	0	1	0	0	0	0	74	0	263	3067	5	0	0	99	6	101	0	0	69	453	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	102	0	0	0	0	0	0	81	0	156	0	0	1	1	141	0
SGP007201	0	24	43	0	0	0	0	457	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	3883	0	3552	0	0	1	76	59	0	0	0	0	0	0	0	1	146	0	371	528	0	64	1	170	52	42	0	0	21	258	0	0	0	0	0	1	5	0	29	0	0	0	0	0	0	0	0	0	0	13	0	0	0	14	43	0	2	3	0	0	0	0	0	16	58	3	0
SGP007202	0	144	36	0	0	3	0	1092	380	4	0	0	0	0	0	0	5	0	4	0	0	0	0	0	4	13	0	1	1490	0	1416	0	0	29	141	72	0	0	0	0	0	0	0	128	601	0	480	338	24	2	0	530	34	22	0	0	1	479	0	0	6	0	0	45	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	515	3	639	4	0	0	1	3	0	15	56	925	0
SGP007203	0	58	113	0	0	2	0	870	106	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	4	0	0	1643	0	977	2	0	7	805	77	0	0	0	0	0	0	0	31	354	0	484	711	44	0	0	711	11	949	0	0	23	718	0	0	0	14	0	30	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	552	0	271	9	0	0	2	1	0	2	35	375	0
SGP007204	0	52	143	0	0	5	0	527	87	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	5	0	0	2832	0	1464	0	0	9	748	46	0	0	0	0	0	0	0	36	502	0	366	376	15	0	0	405	75	76	0	0	43	604	0	0	0	22	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098	0	392	1	0	0	4	2	0	8	22	0	0
SGP007210	0	4	22	0	0	0	0	32	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2864	338	369	3	0	2	87	26	0	0	340	0	884	3	0	26	221	3	19	313	7	10	0	66	10	1826	0	0	0	291	0	0	0	198	53	2	143	281	0	0	0	10	0	0	2	0	4	0	0	0	0	0	0	0	0	5	4	101	0	0	27	0	0	296	1093	0	1
SGP007211	0	4	34	0	0	3	0	52	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	304	142	0	0	5	405	116	0	0	130	0	576	2	0	65	125	14	74	455	28	4	0	37	6	2345	0	0	0	60	0	2	0	203	107	6	44	215	167	0	0	0	0	0	5	0	2	0	0	0	0	0	1	0	0	1	1	969	0	0	78	0	0	844	2122	0	0
SGP007212	5	1	102	2	0	9	0	155	2	6	0	0	25	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	4157	71	166	0	0	0	19	22	0	0	281	0	583	3	0	13	44	38	16	347	4	20	0	52	22	1139	0	0	0	1409	0	4	0	384	120	0	0	296	96	0	0	0	0	0	4	1	14	0	0	0	0	0	10	0	0	1	0	228	3	0	61	1	0	6	47	2	0
SGP007213	23	0	18	0	0	0	0	1477	0	7	0	0	178	0	0	0	125	0	8	0	0	0	182	0	13	0	0	0	336	206	439	83	0	0	10	276	0	0	748	0	1162	4	0	0	29	0	134	780	26	5	0	163	234	8	0	0	0	447	0	0	15	514	45	1	47	131	44	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	65	8	0	4	609	0	1182	0	0	28	158	0	17
SGP007594	258	1	3	140	14	392	20	8	3	58	0	0	612	3866	0	441	0	99	1	0	0	0	117	16	2181	162	39	118	210	27	47	0	1	5	0	7	23	3	0	0	40	0	10	12	23	0	5	48	0	0	6	11	8	106	95	0	3	287	3	110	1	0	0	0	0	3	0	0	0	0	84	50	0	36	57	0	0	2	0	0	0	50	0	59	13	0	0	0	0	3	0	0	2	0	0
SGP007595	431	3	13	221	19	827	25	10	17	126	0	0	130	1153	0	463	0	352	1	0	0	0	1465	8	1440	904	24	281	182	40	54	0	4	17	9	4	25	3	0	5	110	0	3	10	104	0	12	99	0	0	0	19	55	11	3	0	1	480	56	102	16	0	0	0	0	13	0	0	0	0	105	30	0	32	125	0	0	45	0	2	0	14	54	114	95	0	0	5	6	16	5	1	1	0	0
SGP007599	0	0	0	0	0	304	37	94	1	0	0	0	76	1128	17	0	0	735	24	0	0	0	587	294	2693	838	67	253	0	0	44	0	13	0	0	59	0	0	0	0	11	0	136	0	39	47	0	47	1	3	0	0	5	0	0	0	0	718	0	0	32	0	0	0	6	0	0	585	3	0	91	0	0	293	53	0	139	208	0	14	0	0	0	275	0	0	0	0	0	1	0	0	0	24	5
SGP007600	0	2	65	0	0	720	15	124	7	0	0	0	72	316	109	0	0	284	61	0	0	0	862	35	1354	1698	156	186	0	0	439	0	0	0	33	18	0	0	0	1	53	0	36	9	77	34	25	85	2	20	32	22	14	348	0	0	14	560	0	8	5	0	0	4	0	0	2	121	1	0	56	10	0	145	102	0	80	416	0	18	944	10	0	179	0	0	0	0	1	0	0	0	0	8	0
SGP007602	814	0	0	0	0	0	0	493	0	189	0	0	1632	40	0	0	277	0	30	0	0	0	0	0	480	222	0	72	24	0	203	0	0	0	39	92	0	0	0	0	0	0	0	0	0	18	0	0	0	515	218	254	0	0	0	0	0	3859	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	71	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0
SGP007603	800	3	69	2	0	4	0	334	1	140	4	0	43	0	0	0	8	0	59	0	2	0	0	1	247	1571	43	162	0	0	593	0	1	0	130	28	0	0	0	1	0	0	3	0	38	72	19	229	2	98	22	64	2	480	0	18	114	1396	0	20	9	236	0	2	20	0	52	216	0	0	23	0	0	0	396	0	0	0	0	1	869	3	125	57	54	955	17	36	73	0	0	4	15	0	17
SGP007606	0	2	3	229	3	1954	65	61	2	354	337	0	0	0	0	0	116	0	54	0	0	73	0	53	435	2466	0	789	197	0	160	0	12	2	58	11	0	0	0	21	0	0	4	10	55	0	14	31	8	122	62	23	14	5	0	0	0	850	0	60	9	0	0	1	3	0	0	0	0	0	625	241	7	0	0	0	0	190	0	79	0	2	0	29	66	0	0	0	32	0	0	0	0	0	0
SGP007607	0	9	9	91	7	1009	38	141	14	384	165	0	0	0	0	0	32	0	33	0	0	59	0	45	733	2884	0	426	1259	0	189	0	18	8	103	4	0	0	0	13	0	0	1	13	211	0	44	46	4	1	112	17	12	209	0	0	3	676	0	91	15	27	0	2	1	0	0	0	1	0	266	67	4	0	0	0	0	214	0	65	0	0	0	98	90	0	0	15	17	4	0	0	0	0	0
SGP007611	0	0	57	27	0	262	15	286	3	0	5	2320	905	0	1	0	402	0	0	0	0	0	0	92	1097	1	254	0	0	0	539	0	0	0	14	74	0	7	0	4	198	0	0	11	163	0	5	90	0	2	16	124	77	68	1	383	0	695	0	0	10	147	11	3	0	0	0	0	4	0	46	9	2	800	357	0	0	0	0	2	0	3	0	238	0	0	2	55	110	0	0	0	3	0	0
