,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_longum,Collinsella_aerofaciens,Eggerthella_unclassified,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_faecis,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Bacteroidales_bacterium_ph8,Barnesiella_intestinihominis,Odoribacter_splanchnicus,Parabacteroides_distasonis,Parabacteroides_merdae,Parabacteroides_unclassified,Prevotella_copri,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_onderdonkii,Alistipes_putredinis,Alistipes_shahii,Streptococcus_parasanguinis,Streptococcus_salivarius,Clostridium_asparagiforme,Clostridium_bolteae,Clostridium_citroniae,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_leptum,Clostridium_symbiosum,Clostridiales_bacterium_1_7_47FAA,Flavonifractor_plautii,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_ventriosum,Anaerostipes_hadrus,Ruminococcus_gnavus,Ruminococcus_obeum,Ruminococcus_torques,Coprococcus_catus,Coprococcus_comes,Dorea_formicigenerans,Dorea_longicatena,Dorea_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_5_1_63FAA,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_8_1_57FAA,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_unclassified,Oscillibacter_unclassified,Clostridium_bartlettii,Peptostreptococcaceae_noname_unclassified,Anaerotruncus_colihominis,Faecalibacterium_prausnitzii,Ruminococcaceae_bacterium_D16,Ruminococcus_bromii,Subdoligranulum_unclassified,Coprobacillus_unclassified,Holdemania_filiformis,Holdemania_unclassified,Dialister_invisus,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_unclassified,Burkholderiales_bacterium_1_1_47,Parasutterella_excrementihominis,Sutterella_wadsworthensis,Bilophila_unclassified,Bilophila_wadsworthia,Escherichia_coli,Escherichia_unclassified,Haemophilus_parainfluenzae,Akkermansia_muciniphila,C2likevirus_unclassified,subject_id,timepoint
HSM5MD7K,-4.64211511657296,1.675092287961962,2.0794596296303496,2.899844774133883,-4.64211511657296,-4.64211511657296,-4.64211511657296,-4.64211511657296,-4.64211511657296,6.364158191653413,4.7835999905124185,3.810714095636514,5.345722585802655,-4.64211511657296,6.592764707878708,-0.9921794265245758,5.130314492936308,-4.64211511657296,-4.64211511657296,-4.64211511657296,6.681834800859918,-4.64211511657296,5.600390633076005,-4.64211511657296,-0.1463564622409929,-4.64211511657296,2.0708659583493283,-4.64211511657296,0.527240959235284,1.0086607816080644,-0.7321111195799617,-4.64211511657296,3.0898648315672386,-0.2276715534894062,-4.64211511657296,1.8609160707416332,4.013388082118513,2.073114915255969,-1.7640335830517202,-4.64211511657296,5.049036142030058,0.0844037190577822,-4.64211511657296,5.994714180498658,-4.64211511657296,-4.64211511657296,1.6137905367581569,3.438119551343516,0.6049515253886444,3.071548061004931,-4.64211511657296,-4.64211511657296,-4.64211511657296,-0.5411326213058025,0.6730151875309094,0.6400855551707281,-0.7177728953832965,1.7457472639428335,-4.64211511657296,1.906462698996247,1.9960911105930368,3.3569891957744247,2.904257455965114,5.83588982475139,5.74910753555557,-4.64211511657296,3.88171378608736,0.6725089132299082,1.4445686093234658,-1.7582603572845823,8.169393258001994,-4.64211511657296,5.605697747636496,6.799733799960486,-4.64211511657296,-4.64211511657296,-4.64211511657296,2.056884497462489,0.5572366232915851,0.566287923677983,2.630407737323913,-4.64211511657296,-0.3607200815042155,-0.3080554672865858,5.978946151877526,-0.5722924346877925,-4.64211511657296,3.3641187456824024,-4.64211511657296,2.7365777068940016,2.1424179633635667,-0.2103810644601047,H4006,12.0
HSM5MD7M,-2.9132459467726903,4.941049847761252,4.5760955079157135,5.234492342713871,-2.9132459467726903,0.7830391841941875,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,6.871776757210186,-2.9132459467726903,3.826109392062,4.449783894321804,1.3911562989541295,6.979172027532525,4.173069098229867,5.47916375988,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,5.9192966008211005,-2.9132459467726903,5.551740326258455,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,5.324953466244335,4.942609711101847,-2.9132459467726903,0.8329627869222342,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,4.104234563612615,-2.9132459467726903,-2.9132459467726903,6.174042389203195,-2.9132459467726903,-2.9132459467726903,9.433138739962567,-2.9132459467726903,-2.9132459467726903,3.426831565899641,2.445909907814528,-2.9132459467726903,6.320404538570897,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,3.448075654215529,-2.9132459467726903,-2.9132459467726903,2.8392188861914818,8.192931466260962,7.966269360407337,-2.9132459467726903,2.1347743029089017,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,10.2673731471821,-2.9132459467726903,5.917820690166344,3.5358483413316053,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,4.493747171612259,5.084376447181443,5.706199286513803,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,-2.9132459467726903,6.2005974516560745,-2.9132459467726903,-2.9132459467726903,H4006,14.0
HSM5MD7O,-1.0834676936673675,-1.0834676936673675,9.63277318036196,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,7.147791966754894,-1.0834676936673675,-1.0834676936673675,6.842584097274458,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,8.736700673726048,9.45586379953346,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,7.355562228259965,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,-1.0834676936673675,10.204508182794084,8.142318036308708,8.846445536143749,-1.0834676936673675,12.479803179564335,H4006,16.0
HSM5MD7Q,-0.9998268334507916,-0.9998268334507916,10.661374518496167,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,2.94429354633521,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,6.640705426434529,6.989241475479926,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,1.3156905512435433,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,4.924008143594404,-0.9998268334507916,-0.9998268334507916,3.669049171117981,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,-0.9998268334507916,11.60463041262038,-0.9998268334507916,-0.9998268334507916,11.94177576631126,-0.9998268334507916,9.561967630118184,-0.9998268334507916,10.73323686775993,H4006,18.0
HSM5MD7S,-2.6830913501712423,4.8991416000080426,6.3199647671494015,-2.6830913501712423,2.991560247730272,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,4.342916362999754,-2.6830913501712423,-2.6830913501712423,-1.1265567359743915,-2.6830913501712423,-2.6830913501712423,0.1955474810187034,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,4.834547728063526,6.078497963132448,-2.6830913501712423,7.078178788306752,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,6.984022241721729,-2.6830913501712423,-2.6830913501712423,6.347845622792284,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,5.060173790577096,5.658381395754732,-2.6830913501712423,4.764018179625305,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,3.947816524968831,2.856484825931174,-2.6830913501712423,-2.6830913501712423,4.698704308328926,4.677836933555964,-2.6830913501712423,-2.6830913501712423,8.708022922881751,3.2428448380715285,-2.6830913501712423,-2.6830913501712423,4.475370074708903,-2.6830913501712423,-2.6830913501712423,10.79505172623904,-2.6830913501712423,3.799538172852838,7.173434435437076,1.290792805989298,-2.6830913501712423,-2.6830913501712423,-2.6830913501712423,5.709548214628327,4.909444952104139,5.120636144627345,7.33993354696963,-2.6830913501712423,-2.6830913501712423,8.446942733230296,-2.6830913501712423,-2.6830913501712423,4.760828174494179,-2.6830913501712423,4.604010242349117,-2.6830913501712423,-2.6830913501712423,H4006,20.0
HSM5MD7U,-2.973135071414827,3.5490164080418536,4.0844438404564745,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,8.219712833498445,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,0.5972286456942104,2.320463033982424,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,1.051420282406994,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,2.8709914654027093,3.614077469098178,-2.973135071414827,4.112820466631883,-2.973135071414827,-2.973135071414827,-2.973135071414827,6.979613909840428,-2.973135071414827,0.0086884358841956,4.672615375684598,7.248575863015722,0.4340400929194619,-2.973135071414827,6.5925806212607725,-2.973135071414827,-2.973135071414827,2.1950331315899465,3.3041037477228974,-2.973135071414827,4.4555452319004365,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,2.106019612832462,-2.973135071414827,-2.973135071414827,-2.973135071414827,2.3131065655395293,4.188901469895446,3.978434475733072,4.602934001276533,8.55201759930921,6.2004869572144665,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,10.40774447373151,-2.973135071414827,3.129074705252237,6.173836853899266,-2.973135071414827,-2.973135071414827,-2.973135071414827,-2.973135071414827,5.605842851845098,4.064997483877059,6.414142978442297,6.62898015347871,-2.973135071414827,-2.973135071414827,7.40810008570549,-2.973135071414827,-2.973135071414827,3.592400900425355,2.1336389796619457,6.717931503449558,2.9928664212139164,-2.973135071414827,H4006,22.0
HSM67VEC,-3.137644639523323,1.751779658370582,4.176284715721559,-3.137644639523323,-1.079696749025418,-3.137644639523323,-3.137644639523323,-3.137644639523323,-3.137644639523323,10.302914272387206,-3.137644639523323,-3.137644639523323,1.7327017544784713,-3.137644639523323,0.3661417391403887,1.4110522068495062,-3.137644639523323,-3.137644639523323,-3.137644639523323,-3.137644639523323,1.141956066609474,6.572892240725957,-3.137644639523323,-3.137644639523323,-3.137644639523323,-3.137644639523323,-3.137644639523323,-3.137644639523323,-3.137644639523323,-3.137644639523323,1.7296152280643646,-3.137644639523323,4.977677119215611,-3.137644639523323,-3.137644639523323,1.7525352557338234,4.11324816511147,-3.137644639523323,3.347085216065116,4.730774639273794,4.068355610821016,3.771988423958436,-3.137644639523323,7.011671131304907,-3.137644639523323,-3.137644639523323,2.749772267974463,3.4297433908828365,-3.137644639523323,4.796801399090326,-3.137644639523323,-3.137644639523323,-3.137644639523323,-3.137644639523323,-3.137644639523323,6.066828215303231,-3.137644639523323,1.2998836138351135,-3.137644639523323,2.603298844088988,3.411221589074942,3.317204171352758,-3.137644639523323,4.9823498910688,6.27908230387196,-3.137644639523323,-3.137644639523323,4.020414657327047,-3.137644639523323,-3.137644639523323,8.623388440449638,-3.137644639523323,-3.137644639523323,4.262275404825379,-3.137644639523323,-3.137644639523323,-3.137644639523323,-3.137644639523323,3.9190253047324486,3.3802609744389835,6.0073660042701125,5.30031213384976,-3.137644639523323,-3.137644639523323,7.982715105180048,-3.137644639523323,-3.137644639523323,4.07118405511561,-0.3241202738999735,4.60072875033068,1.432084444031947,5.9290792336875295,H4006,24.0
HSM67VEE,-3.0505482382185853,3.5256005658963403,3.982851797551936,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,10.00671080290362,-3.0505482382185853,-3.0505482382185853,-0.1713446796727709,-3.0505482382185853,-3.0505482382185853,0.1464362452726231,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,1.4017034991951114,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,4.088142186810239,4.263899567425831,-3.0505482382185853,4.634034750564706,-3.0505482382185853,-3.0505482382185853,1.8493334388222864,3.633587064207328,-3.0505482382185853,0.0497689199323083,2.4270630170924523,5.848209210276637,2.8850995517068343,-3.0505482382185853,7.459366158110397,-3.0505482382185853,-3.0505482382185853,1.262316626256375,0.7707544705439755,1.3376233845010184,3.4230391650678618,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,2.4206204204958155,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,1.7952561237953173,2.489706307340368,4.531485053192744,4.506861286434129,8.51327766375778,7.657801352232426,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,9.093170248717788,-3.0505482382185853,-3.0505482382185853,4.702048041390429,-3.0505482382185853,-3.0505482382185853,-3.0505482382185853,5.569887351404102,5.605945594664967,5.109363378661912,5.156666145446979,7.149485425446725,-3.0505482382185853,-3.0505482382185853,8.187502234371907,-3.0505482382185853,-3.0505482382185853,0.9127294603898032,-3.0505482382185853,5.760038315287531,5.005419837922739,4.6875966421653485,H4006,26.0
HSM67VEG,-3.396258581799316,4.088628057991441,4.149341940298292,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,8.595009343446847,-3.396258581799316,-3.396258581799316,2.028052882482653,-3.396258581799316,4.185790801629611,0.9084841675185072,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,5.998264535927189,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,4.374988906698433,-3.396258581799316,-3.396258581799316,3.80544957165789,5.328977008396529,-3.396258581799316,-3.396258581799316,5.247002190678515,1.9657172958476887,5.683976357547951,-3.396258581799316,8.498485245459298,-3.396258581799316,-3.396258581799316,3.4969677700343924,-3.396258581799316,3.24574016725132,5.325900157684961,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,-3.396258581799316,3.459414843621425,4.196743706380865,4.7615692800579605,5.097328712217093,6.464136382154064,8.189004482408517,-3.396258581799316,-3.396258581799316,3.257677519589989,-3.396258581799316,3.4375670997894794,9.160576714057896,-3.396258581799316,5.869720753878901,5.62514448707104,-3.396258581799316,-3.396258581799316,-3.396258581799316,7.65813976148565,5.5742754490742366,3.019524189362833,4.445763763508646,-3.396258581799316,-3.396258581799316,-3.396258581799316,7.440477532899672,-3.396258581799316,-3.396258581799316,6.506574973639339,-3.396258581799316,4.559537473514616,7.425477816474226,3.718790657223492,H4006,28.0
HSM67VEI,-3.307195792710361,1.6552223387692333,1.3300580295774314,-3.307195792710361,-3.307195792710361,-3.307195792710361,-3.307195792710361,-3.307195792710361,-3.307195792710361,6.935660510293127,-3.307195792710361,-3.307195792710361,0.3321487883766796,-3.307195792710361,8.12339558842044,1.1185097068466874,-3.307195792710361,-3.307195792710361,-3.307195792710361,-3.307195792710361,4.609518220974319,7.5293058073581856,-3.307195792710361,-3.307195792710361,-3.307195792710361,-3.307195792710361,-3.307195792710361,-3.307195792710361,-3.307195792710361,2.102223339506745,2.647165736061079,-3.307195792710361,3.0796323611586915,-3.307195792710361,-3.307195792710361,-0.649758662696847,3.9362410218919255,-3.307195792710361,-3.307195792710361,2.156457197715566,4.3436202641260735,3.614621504748664,-3.307195792710361,8.26561037416624,-3.307195792710361,-3.307195792710361,2.695745456033487,-3.307195792710361,4.195796040378228,4.800930373827075,-3.307195792710361,-3.307195792710361,-3.307195792710361,-3.307195792710361,-3.307195792710361,-3.307195792710361,-3.307195792710361,0.6251241989038139,-3.307195792710361,2.2990496021677984,3.1412815750965244,5.822196499910278,4.452567662547001,8.267500859057268,6.790704931361304,-3.307195792710361,4.607978797978287,-3.307195792710361,-3.307195792710361,-3.307195792710361,9.809283990486378,-3.307195792710361,6.301635939796481,4.292349489227806,-3.307195792710361,-3.307195792710361,-3.307195792710361,5.524945225626571,2.654695393598998,2.3644193949985173,2.215955403663811,3.985010823126379,-3.307195792710361,-3.307195792710361,7.008553039402288,-3.307195792710361,-3.307195792710361,4.14809085754838,3.5105363189359178,5.369082339807282,-3.307195792710361,2.6539190874531204,H4006,32.0
HSM67VEK,-3.191784788291905,2.7394206821196674,3.597215824234468,-3.191784788291905,-3.191784788291905,-3.191784788291905,-3.191784788291905,-3.191784788291905,-3.191784788291905,6.437984413718317,-3.191784788291905,-3.191784788291905,-3.191784788291905,-3.191784788291905,6.826033739384783,-3.191784788291905,-3.191784788291905,-3.191784788291905,-3.191784788291905,-3.191784788291905,5.328983882813853,7.143959952632126,-3.191784788291905,-3.191784788291905,-3.191784788291905,-3.191784788291905,-3.191784788291905,-3.191784788291905,-3.191784788291905,3.965333099854136,4.355083907226876,-3.191784788291905,0.7158866997390714,-3.191784788291905,-3.191784788291905,-3.191784788291905,3.206224618841145,-3.191784788291905,-3.191784788291905,2.646186259208456,4.280824996972571,2.671606736336796,-3.191784788291905,8.278568087451912,-3.191784788291905,0.062200621113293,2.403690449204646,-3.191784788291905,2.5787169967382866,4.212467562202615,-3.191784788291905,-3.191784788291905,-3.191784788291905,-3.191784788291905,0.7138683828668135,1.623311967578983,-3.191784788291905,-3.191784788291905,-3.191784788291905,2.2271658975193507,1.8138770975421876,5.649535994972226,4.358257344013886,7.268933011566676,8.062714892732231,-3.191784788291905,4.11897002978802,-1.7538370824666636,1.7740903056374329,-3.191784788291905,10.169595075828123,-3.191784788291905,6.489191600302536,4.034461744186331,-3.191784788291905,-3.191784788291905,-3.191784788291905,4.880780427319865,4.6383731918546,3.960392867480085,4.397555309469502,6.378558419315201,-3.191784788291905,-3.191784788291905,6.702890164604103,-3.191784788291905,-3.191784788291905,2.6417880216833627,-3.191784788291905,4.371945797590605,-3.191784788291905,-3.191784788291905,H4006,33.0
HSM67VEM,-3.456623904254105,2.909780064013993,3.382345665857424,-3.456623904254105,-3.456623904254105,-3.456623904254105,-3.456623904254105,-3.456623904254105,-3.456623904254105,7.05060972543882,-3.456623904254105,-3.456623904254105,-3.456623904254105,-3.456623904254105,8.332889230118099,-0.2528144567597472,-3.456623904254105,-3.456623904254105,-3.456623904254105,-3.456623904254105,5.795965998852732,7.526550966814826,-3.456623904254105,-3.456623904254105,-3.456623904254105,-3.456623904254105,-3.456623904254105,-3.456623904254105,-3.456623904254105,3.1213401374566816,3.0299524432950395,-3.456623904254105,3.0376154284626926,-3.456623904254105,-3.456623904254105,-3.456623904254105,3.748549972634347,-3.456623904254105,-3.456623904254105,3.284717227284893,4.263150887146142,3.736858259652598,-3.456623904254105,8.064482143222506,-3.456623904254105,0.2441323952010332,1.5827163116332097,-0.2008867446022062,2.755915731066903,3.536590525439104,-3.456623904254105,-3.456623904254105,-3.456623904254105,-3.456623904254105,-3.456623904254105,1.585981291708423,-3.456623904254105,-3.456623904254105,-3.456623904254105,1.3561173126925556,3.4061781891194256,4.559259179049761,3.2609450942149563,6.563940742954738,6.316524098057744,-3.456623904254105,4.935259156667123,0.4071858702916096,1.8422231306411303,1.2864740130702632,9.717480435436684,-3.456623904254105,5.484743718997671,4.525802291947981,-3.456623904254105,-3.456623904254105,-3.456623904254105,6.673659766435261,3.2631407782129536,2.290825755862384,3.4455252013567765,4.496951518761013,-3.456623904254105,-3.456623904254105,6.889743890805194,-3.456623904254105,-3.456623904254105,1.449269408629787,-3.456623904254105,3.320787115502789,3.459239373420168,0.430228158130733,H4006,34.0
HSM67VEM_TR,-3.346415329309213,1.682618156318151,3.5788941574364665,-3.346415329309213,-3.346415329309213,-3.346415329309213,-3.346415329309213,-3.346415329309213,-3.346415329309213,6.936704665018398,-3.346415329309213,-3.346415329309213,-3.346415329309213,-3.346415329309213,8.147415448089447,-3.346415329309213,-3.346415329309213,-3.346415329309213,-3.346415329309213,-3.346415329309213,5.416452962055898,7.244885141505607,-3.346415329309213,-3.346415329309213,-3.346415329309213,-3.346415329309213,-3.346415329309213,-3.346415329309213,-3.346415329309213,2.844362430498716,3.1033403934878754,-3.346415329309213,2.8919624686039427,-3.346415329309213,-3.346415329309213,-3.346415329309213,3.968949657328276,-3.346415329309213,-3.346415329309213,3.554924496644865,3.9513518096177114,2.687933945574506,-3.346415329309213,8.312547190517602,-3.346415329309213,0.1911374591449561,0.3279943036603026,-3.346415329309213,2.401210798610357,3.7812316543610582,-3.346415329309213,-3.346415329309213,-3.346415329309213,-3.346415329309213,-3.346415329309213,2.0294258137397545,-3.346415329309213,-0.3834424189485119,-3.346415329309213,1.014834697366943,3.494140726376555,3.3508061273214302,3.2725038550497576,6.6641848714956975,6.439700434722355,-3.346415329309213,4.591823849389401,-3.346415329309213,3.151280487737536,1.3150152158444346,9.906414520736869,-3.346415329309213,5.546600526692014,4.906656689669644,-3.346415329309213,-3.346415329309213,-3.346415329309213,7.425404109753851,3.506042545719323,2.2582542571222106,3.9438123195909744,4.370405479010551,-3.346415329309213,-3.346415329309213,6.4930800958074215,-3.346415329309213,-3.346415329309213,2.678956386749204,-3.346415329309213,3.736790618265811,3.8660083470577167,2.7181497707155406,H4006,34.0
HSM7CYX2,-3.2463781938470664,2.3654048197482176,3.330309146903123,-3.2463781938470664,-3.2463781938470664,0.6411512071498446,-3.2463781938470664,0.7775581606203961,-3.2463781938470664,4.486444088447418,-0.9640504270295356,2.3412746945516805,-2.3232512443298265,2.283400734003724,5.816121949101387,2.6096601155922183,-3.2463781938470664,-3.2463781938470664,-3.2463781938470664,-3.2463781938470664,3.693369496125629,5.095669826010119,-3.2463781938470664,-3.2463781938470664,-3.2463781938470664,-3.2463781938470664,-3.2463781938470664,-3.2463781938470664,-3.2463781938470664,3.05561150891174,3.385181137778229,-3.2463781938470664,0.1986121851998294,-3.2463781938470664,-3.2463781938470664,-1.5600288017087482,-3.2463781938470664,1.5705562186993784,-3.2463781938470664,-0.104367137681498,4.894043408871784,3.251895152013112,-3.2463781938470664,5.874718095433629,-3.2463781938470664,-0.5616415300657867,1.5330326493611397,0.2865946907328531,2.592135724125159,2.777209084625716,-3.2463781938470664,-3.2463781938470664,-3.2463781938470664,-3.2463781938470664,-3.2463781938470664,-1.0116095194862176,-0.1444817978940715,-0.6039350158895864,-1.8146294405722347,1.034529022533457,1.2888272016732358,3.862239637278874,3.458980651551121,6.4377196829650885,4.559190186719036,-3.2463781938470664,2.641712890924987,-2.264725278536174,1.5189134022349329,-1.04462055057407,7.752289513973988,-3.2463781938470664,2.753045160340525,2.128807740729032,-3.2463781938470664,-3.2463781938470664,-3.2463781938470664,2.8684174601134824,1.7861605853230618,2.6567407787618684,2.8336205593821644,3.182601794622694,-3.2463781938470664,-3.2463781938470664,7.0479914634797165,-3.2463781938470664,-3.2463781938470664,-3.2463781938470664,-0.2298874551833662,5.14280325238003,-0.2298874551833662,10.404941941329104,H4006,36.0
